img_id;img_path;pred_bboxes;target_bboxes;ious;prompts
10;grasp_vlm_dataset/darts4_jpg.rf.e185762bf6904ef83bb9ff868a62c979.jpg;{'index': [0.4924261474609375, 0.39750033569335935, 1.0, 0.667365234375], 'thumb': [0.32646649169921876, 0.38144647216796873, 0.5248613891601562, 0.6184913940429687]};{'index': {'x_1': 0.451, 'y_1': 0.491, 'x_2': 0.5575, 'y_2': 0.5035}, 'thumb': {'x_1': 0.455, 'y_1': 0.518, 'x_2': 0.556, 'y_2': 0.5325}};{'index': 0.005916054621713211, 'thumb': 0.021335085702908475};['Placement for index finger on the dart', 'Placement for thumb finger on the dart']
11;grasp_vlm_dataset/bowl_ball9_jpg.rf.0a63e27d943cccfc0fc830f2e4e163af.jpg;{'index': [0.05902692794799805, 0.1479258575439453, 0.870717529296875, 0.7394694213867188], 'thumb': [0.0470606689453125, 0.13859432983398437, 0.8835206909179687, 0.7514214477539063]};{'thumb': {'x_1': 0.067, 'y_1': 0.521, 'x_2': 0.1485, 'y_2': 0.628}, 'index': {'x_1': 0.618, 'y_1': 0.629, 'x_2': 0.7445, 'y_2': 0.7465}};{'index': 0.02905036995091864, 'thumb': 0.01701211158394925};['Placement for index finger on the bowling ball', 'Placement for thumb finger on the bowling ball']
12;grasp_vlm_dataset/screwdriver_12_jpg.rf.ab37f13129d7e7b02a4ca26782785fb6.jpg;{'hand': [0.4338305358886719, 0.036787540435791015, 0.5606864624023438, 0.9544497680664062]};{'handle': {'x_1': 0.463, 'y_1': 0.054, 'x_2': 0.5435, 'y_2': 0.4915}};{'hand': 0.30253827078233736};['Area to grab safely with entire hand on the screwdriver']
13;grasp_vlm_dataset/drill_4_jpg.rf.eee2451241d6df5a9586a83792685b3c.jpg;{'index': [0.06999644470214844, 0.10792716979980468, 0.92261376953125, 0.86642578125]};{'index': {'x_1': 0.45, 'y_1': 0.369, 'x_2': 0.5025, 'y_2': 0.39}};{'index': 0.0017047851550839777};['Pressable surface for index finger on the power drill']
14;grasp_vlm_dataset/allen_19_jpg.rf.864dd896f0a038dd96e4470bcfd91f6c.jpg;{'hand': [0.2680545349121094, 0.3274910583496094, 0.808010498046875, 0.6309546508789062]};{'handle': {'x_1': 0.28, 'y_1': 0.361, 'x_2': 0.6515, 'y_2': 0.632}};{'hand': 0.6105997456499221};['Area to grab safely with entire hand on the allen key']
15;grasp_vlm_dataset/bolt_cutters5_jpeg.rf.dfd7e7d9d37af37ca6e0f3ff9c35b7fe.jpg;{'left': [0.3353858642578125, 0.012209833145141602, 0.649849609375, 0.982683349609375], 'right': [0.7406914672851562, 0.1758527069091797, 0.88756103515625, 0.28641433715820314]};{'right': {'x_1': 0.581, 'y_1': 0.057, 'x_2': 0.656, 'y_2': 0.222}, 'left': {'x_1': 0.331, 'y_1': 0.01, 'x_2': 0.425, 'y_2': 0.1925}};{'left': 0.052768619165360006, 'right': 0.0};['Area to grab safely with entire left hand on the bolt cutters', 'Area near the green star to grab safely with entire right hand on the bolt cutters']
16;grasp_vlm_dataset/bot_rnd4_jpg.rf.76c8799a9e03f401270000dc4691e1e3.jpg;{'hand': [0.04379299163818359, 0.5255023193359375, 0.9758176879882813, 1.0]};{'handle': {'x_1': 0.409, 'y_1': 0.701, 'x_2': 0.537, 'y_2': 0.815}};{'hand': 0.03299539309871078};['Area to grab safely with entire hand on the bottom drawer with a round handle']
17;grasp_vlm_dataset/wrench_8_jpg.rf.adc939651c9fb5bc06b5fc7b898bdcc0.jpg;{'hand': [0.030085533142089844, 0.10683106994628906, 0.9595352172851562, 0.9561296997070312]};{'handle': {'x_1': 0.173, 'y_1': 0.18, 'x_2': 0.894, 'y_2': 0.821}};{'hand': 0.5854731549832561};['Area to grab safely with entire hand on the wrench']
18;grasp_vlm_dataset/wrench_13_jpg.rf.40b1fa117433ca5a119417d93bb81c0f.jpg;{'hand': [0.31188958740234374, 0.13363206481933593, 0.6502999877929687, 0.8025750122070312]};{'handle': {'x_1': 0.458, 'y_1': 0.301, 'x_2': 0.6465, 'y_2': 0.795}};{'hand': 0.4113443366190108};['Area to grab safely with entire hand on the wrench']
19;grasp_vlm_dataset/wrench_16_jpg.rf.12243ea8b26ceccdd1e8319ebcf2e0f0.jpg;{'hand': [0.06933570098876952, 0.26654782104492186, 0.8694540405273438, 0.7370206298828125]};{'handle': {'x_1': 0.27, 'y_1': 0.277, 'x_2': 0.863, 'y_2': 0.6205}};{'hand': 0.5411188731083452};['Area to grab safely with entire hand on the wrench']
20;grasp_vlm_dataset/wrench_1_jpg.rf.7d53a6ddd00fecc434ec65c123a93f3d.jpg;{'hand': [0.009226292610168456, 0.2747812805175781, 0.978087890625, 0.726483642578125]};{'handle': {'x_1': 0.427, 'y_1': 0.441, 'x_2': 0.975, 'y_2': 0.7015}};{'hand': 0.32619265831154215};['Area to grab safely with entire hand on the wrench']
21;grasp_vlm_dataset/drill_10_jpg.rf.630a7c5082ccf4850afde2ebfcc67798.jpg;{'index': [0.3276952209472656, 0.17548835754394532, 0.6689888305664062, 0.834588623046875]};{'index': {'x_1': 0.466, 'y_1': 0.406, 'x_2': 0.4885, 'y_2': 0.4695}};{'index': 0.006351504354810557};['Pressable surface for index finger on the power drill']
22;grasp_vlm_dataset/rnd_door13_jpg.rf.ae363c424ddbf2d4d88e5f2b6f4efdb8.jpg;{'hand': [0.4184631652832031, 0.36617059326171875, 0.7232505493164062, 0.6347437744140625]};{'handle': {'x_1': 0.423, 'y_1': 0.417, 'x_2': 0.6295, 'y_2': 0.638}};{'hand': 0.5448203046202574};['Area to grab safely with entire hand on the door with a round handle']
23;grasp_vlm_dataset/glue_15_jpg.rf.6a95976744a461ee77b747f9e9c0ea1d.jpg;{'index': [0.21488136291503906, 0.061290950775146485, 0.8964087524414063, 0.9185040893554688]};{'index': {'x_1': 0.53, 'y_1': 0.55, 'x_2': 0.576, 'y_2': 0.692}};{'index': 0.011180829968625};['Pressable surface for index finger on the glue gun']
24;grasp_vlm_dataset/nail_16_jpg.rf.1b707bdb9c03991344eda63f6f11fb61.jpg;{'index': [0.10201138305664062, 0.05490106201171875, 0.877810302734375, 0.9175499267578126]};{'index': {'x_1': 0.451, 'y_1': 0.348, 'x_2': 0.512, 'y_2': 0.4}};{'index': 0.004739690169277587};['Pressable surface for index finger on the nail gun']
25;grasp_vlm_dataset/syringe17_jpg.rf.390c0d625bb7b8c6d48f8c95621bc59f.jpg;{'index': [0.04007813262939453, 0.11957496643066406, 0.962108154296875, 0.7584493408203125], 'thumb': [0.037950454711914064, 0.12040536499023438, 0.2817808532714844, 0.308619384765625]};{'thumb': {'x_1': 0.048, 'y_1': 0.124, 'x_2': 0.102, 'y_2': 0.214}, 'index': {'x_1': 0.233, 'y_1': 0.206, 'x_2': 0.334, 'y_2': 0.393}};{'index': 0.032062874088469424, 'thumb': 0.10590011957505874};['Placement for index finger on the syringe', 'Placement for thumb finger on the syringe']
26;grasp_vlm_dataset/bowl_ball5_jpg.rf.892f5a31c5b2fbe2c81bc9fe8b886e36.jpg;{'index': [0.0, 0.2582312316894531, 0.49085699462890625, 0.5060796203613281], 'thumb': [0.47961480712890625, 0.06963044738769532, 0.958015869140625, 0.7235524291992188]};{'thumb': {'x_1': 0.554, 'y_1': 0.366, 'x_2': 0.618, 'y_2': 0.4735}, 'index': {'x_1': 0.57, 'y_1': 0.084, 'x_2': 0.673, 'y_2': 0.1495}};{'index': 0.0, 'thumb': 0.021992285590263536};['Placement for index finger on the bowling ball', 'Placement for thumb finger on the bowling ball']
27;grasp_vlm_dataset/chainsaw7_jpg.rf.565275ec50efa4026e4e90232c1f2e30.jpg;{'left': [0.3112478332519531, 0.03495129776000976, 0.9955786743164062, 0.9255474853515625], 'right': [0.8046987915039062, 0.8537991943359375, 0.9457745971679687, 0.9589892578125]};{'left': {'x_1': 0.32, 'y_1': 0.417, 'x_2': 0.898, 'y_2': 0.6315}, 'right': {'x_1': 0.536, 'y_1': 0.741, 'x_2': 0.6825, 'y_2': 0.9265}};{'left': 0.20342681065930002, 'right': 0.0};['Area to grab safely with entire left hand on the chainsaw', 'Area near the green star to grab safely with entire right hand on the chainsaw']
28;grasp_vlm_dataset/allen_11_jpg.rf.2b8fb086f4e451a865876d6fc703212d.jpg;{'hand': [0.31909158325195314, 0.05194102096557617, 0.8535755615234375, 0.3280357666015625]};{'handle': {'x_1': 0.329, 'y_1': 0.06, 'x_2': 0.761, 'y_2': 0.174}};{'hand': 0.33373039708905317};['Area to grab safely with entire hand on the allen key']
29;grasp_vlm_dataset/bolt_cutters15_jpeg.rf.ef42d9509414ad9c8a4903f9dca0cd5b.jpg;{'left': [0.03816593551635742, 0.48143988037109375, 0.16879054260253906, 0.578417724609375], 'right': [0.23019760131835937, 0.03532981872558594, 0.806507080078125, 0.983906494140625]};{'right': {'x_1': 0.703, 'y_1': 0.052, 'x_2': 0.82, 'y_2': 0.241}, 'left': {'x_1': 0.228, 'y_1': 0.053, 'x_2': 0.3335, 'y_2': 0.2325}};{'left': 0.0, 'right': 0.035619058906364215};['Area near the green star to grab safely with entire left hand on the bolt cutters', 'Area to grab safely with entire right hand on the bolt cutters']
30;grasp_vlm_dataset/multimeter12_jpg.rf.3dd21ca931f46f4f909297646de2c6c1.jpg;{'left': [0.004254035472869873, 0.6467733764648438, 0.083634033203125, 0.70928662109375], 'right': [0.2953069763183594, 0.21949984741210937, 0.6006692504882812, 0.5743903198242187]};{'left': {'x_1': 0.167, 'y_1': 0.649, 'x_2': 0.232, 'y_2': 0.884}, 'right': {'x_1': 0.235, 'y_1': 0.645, 'x_2': 0.3025, 'y_2': 0.8825}};{'left': 0.0, 'right': 0.0};['Area near the green star to grab safely with entire left hand on the multimeter with red and black leads', 'Area to grab safely with entire right hand on the multimeter with red and black leads']
31;grasp_vlm_dataset/top_rnd5_jpg.rf.d99c25f8f9c36e5930a8492b0d5b5a7d.jpg;{'hand': [0.002038240432739258, 0.017287105560302735, 0.9988790893554688, 0.5785952758789062]};{'handle': {'x_1': 0.508, 'y_1': 0.3, 'x_2': 0.643, 'y_2': 0.419}};{'hand': 0.028711345130630037};['Area to grab safely with entire hand on the top drawer with a round handle']
32;grasp_vlm_dataset/wacker_4_jpg.rf.15a736a71eeb7d9dfdbb844dd9933428.jpg;{'index': [0.4419891357421875, 0.06689974975585937, 0.6983017578125, 0.8980352783203125]};{'index': {'x_1': 0.485, 'y_1': 0.539, 'x_2': 0.505, 'y_2': 0.58}};{'index': 0.003849213598642715};['Pressable surface for index finger on the weed wacker']
33;grasp_vlm_dataset/darts19_jpg.rf.6029ff9335d6fa4f90a81125412346d8.jpg;{'index': [0.00047022104263305664, 0.2474588165283203, 0.7554542236328124, 0.661541748046875], 'thumb': [0.37455096435546875, 0.4525191345214844, 0.5757565307617187, 0.5555581665039062]};{'index': {'x_1': 0.0, 'y_1': 0.291, 'x_2': 0.4265, 'y_2': 0.467}, 'thumb': {'x_1': 0.0, 'y_1': 0.415, 'x_2': 0.409, 'y_2': 0.537}};{'index': 0.2397798001785577, 'thumb': 0.042975419590209445};['Placement for index finger on the dart', 'Placement for thumb finger on the dart']
34;grasp_vlm_dataset/nail_5_jpg.rf.c77e61420f71cf91da10ed3daf640b89.jpg;{'index': [0.06930661010742188, 0.012891083717346192, 0.9042196044921875, 1.0]};{'index': {'x_1': 0.473, 'y_1': 0.356, 'x_2': 0.525, 'y_2': 0.4265}};{'index': 0.0044482190478846335};['Pressable surface for index finger on the nail gun']
35;grasp_vlm_dataset/saw_3_jpg.rf.ad4e2276b34ec00dab9465a14fd8f064.jpg;{'index': [0.007182419300079346, 0.012412100791931153, 0.998603271484375, 0.9942939453125]};{'index': {'x_1': 0.405, 'y_1': 0.181, 'x_2': 0.443, 'y_2': 0.2265}};{'index': 0.0017761421244180775};['Pressable surface for index finger on the circular saw']
36;grasp_vlm_dataset/allen_7_jpg.rf.ff74d1c9a007a8178cb3005e132148c2.jpg;{'hand': [0.634395263671875, 0.030119462966918944, 0.97342919921875, 0.519281982421875]};{'handle': {'x_1': 0.689, 'y_1': 0.035, 'x_2': 0.976, 'y_2': 0.511}};{'hand': 0.8103861857652753};['Area to grab safely with entire hand on the allen key']
37;grasp_vlm_dataset/allen_12_jpg.rf.6cdaf4594425e8dc2a1050bb4332f572.jpg;{'hand': [0.27891824340820315, 0.23576617431640626, 0.8034788208007813, 0.8685375366210938]};{'handle': {'x_1': 0.474, 'y_1': 0.285, 'x_2': 0.813, 'y_2': 0.885}};{'hand': 0.5604302831298671};['Area to grab safely with entire hand on the allen key']
38;grasp_vlm_dataset/bow12_jpg.rf.e8b52a7a2257a75f75559a30a57710f2.jpg;{'index': [0.08589291381835938, 0.17966880798339843, 0.9429122314453126, 0.9056002807617187], 'thumb': [0.3309339599609375, 0.5731395874023437, 0.5090000610351563, 0.7174785766601562]};{'thumb': {'x_1': 0.495, 'y_1': 0.556, 'x_2': 0.564, 'y_2': 0.6215}, 'index': {'x_1': 0.454, 'y_1': 0.488, 'x_2': 0.5995, 'y_2': 0.578}};{'index': 0.021048408600300963, 'thumb': 0.02291636584207194};['Placement for index finger on the violin bow', 'Placement for thumb finger on the violin bow']
39;grasp_vlm_dataset/darts5_jpg.rf.3161a212cec39eb6bc2399b195e56925.jpg;{'index': [0.03453618240356445, 0.0, 0.701004150390625, 0.8680258178710938], 'thumb': [0.2129906005859375, 0.05152484130859375, 0.31214309692382813, 0.1695797119140625]};{'index': {'x_1': 0.411, 'y_1': 0.401, 'x_2': 0.5875, 'y_2': 0.714}, 'thumb': {'x_1': 0.369, 'y_1': 0.42, 'x_2': 0.553, 'y_2': 0.7165}};{'index': 0.09549422831394112, 'thumb': 0.0};['Placement for index finger on the dart', 'Placement for thumb finger on the dart']
40;grasp_vlm_dataset/scissors7_jpg.rf.68511979cb77432f90a047d4950ef71b.jpg;{'index': [0.09978237915039062, 0.019976705551147462, 0.9731480102539063, 0.9106900634765625], 'thumb': [0.22714834594726563, 0.022897750854492187, 0.493412841796875, 0.28186105346679685]};{'thumb': {'x_1': 0.337, 'y_1': 0.617, 'x_2': 0.5125, 'y_2': 0.8375}, 'index': {'x_1': 0.653, 'y_1': 0.346, 'x_2': 0.931, 'y_2': 0.4975}};{'index': 0.054140637579045636, 'thumb': 0.0};['Placement for index finger on the pair of scissors', 'Placement for thumb finger on the pair of scissors']
41;grasp_vlm_dataset/syringe5_jpg.rf.6e7c490c52e71c8a2910186668410100.jpg;{'index': [0.08680072784423828, 0.22281449890136718, 0.6217431030273437, 0.8405111694335937], 'thumb': [0.0, 0.00045640021562576294, 0.17967343139648437, 0.15832325744628906]};{'thumb': {'x_1': 0.099, 'y_1': 0.712, 'x_2': 0.173, 'y_2': 0.841}, 'index': {'x_1': 0.257, 'y_1': 0.475, 'x_2': 0.3875, 'y_2': 0.665}};{'index': 0.0750381037232526, 'thumb': 0.0};['Placement for index finger on the syringe', 'Placement for thumb finger on the syringe']
42;grasp_vlm_dataset/nail_14_jpg.rf.01faa7e4df07e73a9209715b8b0604a1.jpg;{'index': [0.035809127807617185, 0.0521083755493164, 0.94543505859375, 0.8783253173828125]};{'index': {'x_1': 0.491, 'y_1': 0.576, 'x_2': 0.5085, 'y_2': 0.647}};{'index': 0.0016532535693182225};['Pressable surface for index finger on the nail gun']
43;grasp_vlm_dataset/allen_15_jpg.rf.3a8e49f7d79525555e5345172c0a6fdc.jpg;{'hand': [0.8494024047851563, 0.555826416015625, 1.0, 0.6102631225585937]};{'handle': {'x_1': 0.143, 'y_1': 0.55, 'x_2': 0.8555, 'y_2': 0.619}};{'hand': 0.005820465126108381};['Area to grab safely with entire hand on the allen key']
44;grasp_vlm_dataset/bow10_jpg.rf.7b0c0a1dbb49bcc05dbd41266865bb3c.jpg;{'index': [0.0, 0.2248197479248047, 0.9942803344726563, 0.682306884765625], 'thumb': [0.4012056579589844, 0.019482730865478515, 0.9980294799804688, 0.8270821533203125]};{'thumb': {'x_1': 0.632, 'y_1': 0.37, 'x_2': 0.764, 'y_2': 0.4375}, 'index': {'x_1': 0.672, 'y_1': 0.309, 'x_2': 0.8215, 'y_2': 0.4035}};{'index': 0.031058842320321238, 'thumb': 0.01848568527769486};['Placement for index finger on the violin bow', 'Placement for thumb finger on the violin bow']
45;grasp_vlm_dataset/drill_13_jpg.rf.b425d89333a4fa0b054d630a47a1e2d2.jpg;{'index': [0.002910703420639038, 0.0, 0.7198298950195312, 0.9412958374023438]};{'index': {'x_1': 0.26, 'y_1': 0.256, 'x_2': 0.3585, 'y_2': 0.3275}};{'index': 0.010436284932383641};['Pressable surface for index finger on the power drill']
46;grasp_vlm_dataset/rnd_door5_jpg.rf.86400b399cc7de6b5d66efc944defff8.jpg;{'hand': [0.004649594306945801, 0.5300230712890625, 0.40654653930664064, 0.5814608154296875]};{'handle': {'x_1': 0.49, 'y_1': 0.483, 'x_2': 0.654, 'y_2': 0.5975}};{'hand': 0.0};['Area to grab safely with entire hand on the door with a round handle']
47;grasp_vlm_dataset/scissors5_jpg.rf.c74dc93ab50a1d0208a89cd3722c9260.jpg;{'index': [0.17423504638671874, 0.20979562377929686, 0.7659957885742188, 0.7908746948242188], 'thumb': [0.44975311279296876, 0.2135370178222656, 0.6337259521484375, 0.5197433471679688]};{'thumb': {'x_1': 0.496, 'y_1': 0.249, 'x_2': 0.592, 'y_2': 0.3545}, 'index': {'x_1': 0.563, 'y_1': 0.294, 'x_2': 0.7385, 'y_2': 0.4815}};{'index': 0.09569671037130646, 'thumb': 0.17978597851613187};['Placement for index finger on the pair of scissors', 'Placement for thumb finger on the pair of scissors']
48;grasp_vlm_dataset/vertical_bar10_jpg.rf.892b0af2cbd734c1b2004634872aabe9.jpg;{'hand': [0.38922698974609377, 0.28429977416992186, 0.641921630859375, 0.8981080322265625]};{'handle': {'x_1': 0.678, 'y_1': 0.635, 'x_2': 0.693, 'y_2': 0.7075}};{'hand': 0.0};['Area to grab safely with entire hand on the door with a vertical bar handle']
49;grasp_vlm_dataset/bow14_jpg.rf.71a2fd2cd2d1b27c38de9cab4531960f.jpg;{'index': [0.147024658203125, 0.06457453918457032, 0.9053294677734375, 0.9508573608398437], 'thumb': [0.80540087890625, 0.847772705078125, 0.918367919921875, 0.9468726806640625]};{'thumb': {'x_1': 0.802, 'y_1': 0.826, 'x_2': 0.8305, 'y_2': 0.8645}, 'index': {'x_1': 0.761, 'y_1': 0.78, 'x_2': 0.8245, 'y_2': 0.8465}};{'index': 0.006283176048339744, 'thumb': 0.035362602749781306};['Placement for index finger on the violin bow', 'Placement for thumb finger on the violin bow']
50;grasp_vlm_dataset/wrench_18_jpg.rf.3779a58974b8e8d42f400c972f63d19f.jpg;{'hand': [0.050826072692871094, 0.008357465744018555, 0.8933432006835937, 0.9009061279296875]};{'handle': {'x_1': 0.464, 'y_1': 0.439, 'x_2': 0.904, 'y_2': 0.903}};{'hand': 0.2616891920333856};['Area to grab safely with entire hand on the wrench']
51;grasp_vlm_dataset/saw_0_jpg.rf.381ff29e5ee50ca947c0e35bd4b95b51.jpg;{'index': [0.07295587921142578, 0.23074465942382813, 0.9355648803710938, 0.7782280883789062]};{'index': {'x_1': 0.565, 'y_1': 0.517, 'x_2': 0.6185, 'y_2': 0.5385}};{'index': 0.0024356073596756597};['Pressable surface for index finger on the circular saw']
52;grasp_vlm_dataset/can_opener6_jpg.rf.777c939aade535d2616ce8e342c68124.jpg;{'left': [0.005790204048156738, 0.2506732635498047, 0.9905866088867188, 0.8148522338867188], 'right': [0.8648255615234375, 0.0541609878540039, 0.9614842529296875, 0.15546878051757812]};{'right': {'x_1': 0.343, 'y_1': 0.256, 'x_2': 0.99, 'y_2': 0.6965}, 'left': {'x_1': 0.01, 'y_1': 0.469, 'x_2': 0.3955, 'y_2': 0.6915}};{'left': 0.15438000453935785, 'right': 0.0};['Area to grab safely with entire left hand on the can opener', 'Area near the green star to grab safely with entire right hand on the can opener']
53;grasp_vlm_dataset/bow19_jpg.rf.fc7fd883059b9dacac8880199c665405.jpg;{'index': [0.0, 0.01289197826385498, 0.9084545288085938, 1.0], 'thumb': [0.021761804580688476, 0.59033251953125, 0.2960404968261719, 0.9147273559570313]};{'thumb': {'x_1': 0.188, 'y_1': 0.649, 'x_2': 0.267, 'y_2': 0.7585}, 'index': {'x_1': 0.214, 'y_1': 0.549, 'x_2': 0.337, 'y_2': 0.7605}};{'index': 0.02900999190643809, 'thumb': 0.097224385676575};['Placement for index finger on the violin bow', 'Placement for thumb finger on the violin bow']
54;grasp_vlm_dataset/drill_12_jpg.rf.058fccbb5c588d8a9dfaa38635260228.jpg;{'index': [0.1706436004638672, 0.2320126953125, 0.7003861694335938, 0.8341932983398438]};{'index': {'x_1': 0.456, 'y_1': 0.469, 'x_2': 0.5025, 'y_2': 0.508}};{'index': 0.005684940509833416};['Pressable surface for index finger on the power drill']
55;grasp_vlm_dataset/syringe10_jpg.rf.3d523bd81dc1d15dc827aa424ed51584.jpg;{'index': [0.55752587890625, 0.09163215637207031, 0.6955169677734375, 0.8142957763671875], 'thumb': [0.620263427734375, 0.08658419036865235, 0.6358544921875, 0.11023046875]};{'thumb': {'x_1': 0.578, 'y_1': 0.787, 'x_2': 0.675, 'y_2': 0.8095}, 'index': {'x_1': 0.56, 'y_1': 0.596, 'x_2': 0.6905, 'y_2': 0.617}};{'index': 0.027481635341123835, 'thumb': 0.0};['Placement for index finger on the syringe', 'Placement for thumb finger on the syringe']
56;grasp_vlm_dataset/lever_handle3_jpg.rf.ab85d67053b8eedb15291c06bfb5d761.jpg;{'hand': [0.6742335205078125, 0.36839501953125, 0.7001268310546875, 0.5989605712890625]};{'handle': {'x_1': 0.368, 'y_1': 0.659, 'x_2': 0.435, 'y_2': 0.683}};{'hand': 0.0};['Area to grab safely with entire hand on the door with a horizontal lever handle']
57;grasp_vlm_dataset/scissors12_jpg.rf.f44a95057fd54dffca3524af35df59b8.jpg;{'index': [0.11365518188476563, 0.13733244323730467, 0.9664472045898438, 0.8067512817382813], 'thumb': [0.24104142761230468, 0.15485916137695313, 0.8623721313476562, 0.3661950073242187]};{'thumb': {'x_1': 0.735, 'y_1': 0.277, 'x_2': 0.7985, 'y_2': 0.305}, 'index': {'x_1': 0.248, 'y_1': 0.176, 'x_2': 0.376, 'y_2': 0.2845}};{'index': 0.02432756539947076, 'thumb': 0.013540533461461888};['Placement for index finger on the pair of scissors', 'Placement for thumb finger on the pair of scissors']
58;grasp_vlm_dataset/chainsaw6_jpg.rf.5b4d8a4ab5366073fdb7429060f2f91b.jpg;{'left': [0.08015888977050781, 0.17098471069335938, 0.9279174194335937, 0.7415255126953125], 'right': [0.6279359130859375, 0.09846117401123047, 0.6853364868164062, 0.16658248901367187]};{'right': {'x_1': 0.364, 'y_1': 0.196, 'x_2': 0.4505, 'y_2': 0.3795}, 'left': {'x_1': 0.074, 'y_1': 0.317, 'x_2': 0.2105, 'y_2': 0.5275}};{'left': 0.05657337975213436, 'right': 0.0};['Area to grab safely with entire left hand on the chainsaw', 'Area near the green star to grab safely with entire right hand on the chainsaw']
59;grasp_vlm_dataset/bot_bar9_jpg.rf.30a66623371a1a5721b5e9e370fe14d1.jpg;{'hand': [0.0025842487812042236, 0.3283011779785156, 0.6972158203125, 0.7953685302734375]};{'handle': {'x_1': 0.111, 'y_1': 0.563, 'x_2': 0.378, 'y_2': 0.7455}};{'hand': 0.15018968287226875};['Area to grab safely with entire hand on the bottom drawer with a horizontal bar handle']
