img_id;img_path;pred_bboxes;target_bboxes;ious;prompts
15;grasp_vlm_dataset/bolt_cutters5_jpeg.rf.dfd7e7d9d37af37ca6e0f3ff9c35b7fe.jpg;{'left': [0.4189993896484375, 0.7595331420898438, 0.5841105346679687, 0.9829187622070312], 'right': [0.4189993896484375, 0.7595331420898438, 0.5841105346679687, 0.9829187622070312]};{'right': {'x_1': 0.581, 'y_1': 0.057, 'x_2': 0.656, 'y_2': 0.222}, 'left': {'x_1': 0.331, 'y_1': 0.01, 'x_2': 0.425, 'y_2': 0.1925}};{'left': 0.0, 'right': 0.0};[['left hand grasping point on the bolt cutters'], ['right hand grasping point on the bolt cutters']]
16;grasp_vlm_dataset/bot_rnd4_jpg.rf.76c8799a9e03f401270000dc4691e1e3.jpg;{'hand': [0.0011666297912597656, 0.5273414916992187, 0.9993570556640625, 1.0]};{'handle': {'x_1': 0.409, 'y_1': 0.701, 'x_2': 0.537, 'y_2': 0.815}};{'hand': 0.03092814985431698};[['entire hand grasping point on the bottom drawer with a round handle']]
17;grasp_vlm_dataset/wrench_8_jpg.rf.adc939651c9fb5bc06b5fc7b898bdcc0.jpg;{'hand': [0.04054608535766602, 0.10583553314208985, 0.985701416015625, 0.9493902587890625]};{'handle': {'x_1': 0.173, 'y_1': 0.18, 'x_2': 0.894, 'y_2': 0.821}};{'hand': 0.5796646861331998};[['entire hand grasping point on the wrench']]
18;grasp_vlm_dataset/wrench_13_jpg.rf.40b1fa117433ca5a119417d93bb81c0f.jpg;{'hand': [0.3078782043457031, 0.13840711975097655, 0.6570322875976562, 0.808987060546875]};{'handle': {'x_1': 0.458, 'y_1': 0.301, 'x_2': 0.6465, 'y_2': 0.795}};{'hand': 0.39771376285487847};[['entire hand grasping point on the wrench']]
19;grasp_vlm_dataset/wrench_16_jpg.rf.12243ea8b26ceccdd1e8319ebcf2e0f0.jpg;{'hand': [0.06932091522216798, 0.2769834289550781, 0.8650575561523437, 0.7383617553710937]};{'handle': {'x_1': 0.27, 'y_1': 0.277, 'x_2': 0.863, 'y_2': 0.6205}};{'hand': 0.5548235529203653};[['entire hand grasping point on the wrench']]
20;grasp_vlm_dataset/wrench_1_jpg.rf.7d53a6ddd00fecc434ec65c123a93f3d.jpg;{'hand': [0.04992453002929687, 0.5466639404296875, 0.23955593872070313, 0.6460167846679687]};{'handle': {'x_1': 0.427, 'y_1': 0.441, 'x_2': 0.975, 'y_2': 0.7015}};{'hand': 0.0};[['entire hand grasping point on the wrench']]
21;grasp_vlm_dataset/drill_10_jpg.rf.630a7c5082ccf4850afde2ebfcc67798.jpg;{'index': [0.9079152221679687, 0.46399923706054685, 1.0, 0.5479938354492188]};{'index': {'x_1': 0.466, 'y_1': 0.406, 'x_2': 0.4885, 'y_2': 0.4695}};{'index': 0.0};[['index finger pressing point on the power drill']]
22;grasp_vlm_dataset/rnd_door13_jpg.rf.ae363c424ddbf2d4d88e5f2b6f4efdb8.jpg;{'hand': [0.7483082275390625, 0.0, 0.9999884643554687, 0.99232958984375]};{'handle': {'x_1': 0.423, 'y_1': 0.417, 'x_2': 0.6295, 'y_2': 0.638}};{'hand': 0.0};[['entire hand grasping point on the door with a round handle']]
23;grasp_vlm_dataset/glue_15_jpg.rf.6a95976744a461ee77b747f9e9c0ea1d.jpg;{'index': [0.11828928375244141, 0.45175726318359377, 0.28294686889648435, 0.651724365234375]};{'index': {'x_1': 0.53, 'y_1': 0.55, 'x_2': 0.576, 'y_2': 0.692}};{'index': 0.0};[['index finger pressing point on the glue gun']]
24;grasp_vlm_dataset/nail_16_jpg.rf.1b707bdb9c03991344eda63f6f11fb61.jpg;{'index': [0.09708743286132812, 0.17827880859375, 0.36680398559570315, 0.5232496337890625]};{'index': {'x_1': 0.451, 'y_1': 0.348, 'x_2': 0.512, 'y_2': 0.4}};{'index': 0.0};[['index finger pressing point on the nail gun']]
25;grasp_vlm_dataset/syringe17_jpg.rf.390c0d625bb7b8c6d48f8c95621bc59f.jpg;{'index': [0.8531112670898438, 0.6300594482421875, 0.977716064453125, 0.7568241577148438], 'thumb': [0.8531112670898438, 0.6300594482421875, 0.977716064453125, 0.7568241577148438]};{'thumb': {'x_1': 0.048, 'y_1': 0.124, 'x_2': 0.102, 'y_2': 0.214}, 'index': {'x_1': 0.233, 'y_1': 0.206, 'x_2': 0.334, 'y_2': 0.393}};{'index': 0.0, 'thumb': 0.0};[['index finger grasping point on the syringe'], ['thumb finger grasping point on the syringe']]
26;grasp_vlm_dataset/bowl_ball5_jpg.rf.892f5a31c5b2fbe2c81bc9fe8b886e36.jpg;{'index': [0.62079443359375, 0.0813574447631836, 0.6763961181640625, 0.12505174255371093], 'thumb': [0.62079443359375, 0.0813574447631836, 0.6763961181640625, 0.12505174255371093]};{'thumb': {'x_1': 0.554, 'y_1': 0.366, 'x_2': 0.618, 'y_2': 0.4735}, 'index': {'x_1': 0.57, 'y_1': 0.084, 'x_2': 0.673, 'y_2': 0.1495}};{'index': 0.3047314187499108, 'thumb': 0.0};[['index finger grasping point on the bowling ball'], ['thumb finger grasping point on the bowling ball']]
27;grasp_vlm_dataset/chainsaw7_jpg.rf.565275ec50efa4026e4e90232c1f2e30.jpg;{'left': [0.88012255859375, 0.09310645294189453, 0.99966015625, 0.23346089172363282], 'right': [0.88012255859375, 0.09310645294189453, 0.99966015625, 0.23346089172363282]};{'left': {'x_1': 0.32, 'y_1': 0.417, 'x_2': 0.898, 'y_2': 0.6315}, 'right': {'x_1': 0.536, 'y_1': 0.741, 'x_2': 0.6825, 'y_2': 0.9265}};{'left': 0.0, 'right': 0.0};[['left hand grasping point on the chainsaw'], ['right hand grasping point on the chainsaw']]
28;grasp_vlm_dataset/allen_11_jpg.rf.2b8fb086f4e451a865876d6fc703212d.jpg;{'hand': [0.32595474243164063, 0.05503542709350586, 0.8720765991210937, 0.9599388427734376]};{'handle': {'x_1': 0.329, 'y_1': 0.06, 'x_2': 0.761, 'y_2': 0.174}};{'hand': 0.09965447661464191};[['entire hand grasping point on the allen key']]
29;grasp_vlm_dataset/bolt_cutters15_jpeg.rf.ef42d9509414ad9c8a4903f9dca0cd5b.jpg;{'left': [0.039754566192626954, 0.4763447265625, 0.16953683471679687, 0.5784405517578125], 'right': [0.19978709411621093, 0.035114707946777346, 0.3392898864746094, 0.23658888244628906]};{'right': {'x_1': 0.703, 'y_1': 0.052, 'x_2': 0.82, 'y_2': 0.241}, 'left': {'x_1': 0.228, 'y_1': 0.053, 'x_2': 0.3335, 'y_2': 0.2325}};{'left': 0.0, 'right': 0.0};[['left hand grasping point on the bolt cutters near the green star'], ['right hand grasping point on the bolt cutters']]
30;grasp_vlm_dataset/multimeter12_jpg.rf.3dd21ca931f46f4f909297646de2c6c1.jpg;{'left': [0.28785791015625, 0.21933953857421876, 0.6183535766601562, 0.5920368041992188], 'right': [0.28785791015625, 0.21933953857421876, 0.6183535766601562, 0.5920368041992188]};{'left': {'x_1': 0.167, 'y_1': 0.649, 'x_2': 0.232, 'y_2': 0.884}, 'right': {'x_1': 0.235, 'y_1': 0.645, 'x_2': 0.3025, 'y_2': 0.8825}};{'left': 0.0, 'right': 0.0};[['left hand grasping point on the multimeter with red and black leads near the green star'], ['right hand grasping point on the multimeter with red and black leads']]
31;grasp_vlm_dataset/top_rnd5_jpg.rf.d99c25f8f9c36e5930a8492b0d5b5a7d.jpg;{'hand': [0.5111873168945312, 0.30086077880859374, 0.6401837158203125, 0.4177118835449219]};{'handle': {'x_1': 0.508, 'y_1': 0.3, 'x_2': 0.643, 'y_2': 0.419}};{'hand': 0.9382739944902356};[['entire hand grasping point on the top drawer with a round handle']]
32;grasp_vlm_dataset/wacker_4_jpg.rf.15a736a71eeb7d9dfdbb844dd9933428.jpg;{'index': [0.46754083251953127, 0.2968191833496094, 0.7006375732421875, 0.4262364501953125]};{'index': {'x_1': 0.485, 'y_1': 0.539, 'x_2': 0.505, 'y_2': 0.58}};{'index': 0.0};[['index finger pressing point on the weed wacker']]
33;grasp_vlm_dataset/darts19_jpg.rf.6029ff9335d6fa4f90a81125412346d8.jpg;{'index': [0.0, 0.2718846435546875, 0.44767071533203123, 0.5428069458007813], 'thumb': [0.0, 0.2718846435546875, 0.44767071533203123, 0.5428069458007813]};{'index': {'x_1': 0.0, 'y_1': 0.291, 'x_2': 0.4265, 'y_2': 0.467}, 'thumb': {'x_1': 0.0, 'y_1': 0.415, 'x_2': 0.409, 'y_2': 0.537}};{'index': 0.6189110835285683, 'thumb': 0.41141459615672643};[['index finger grasping point on the dart'], ['thumb finger grasping point on the dart']]
34;grasp_vlm_dataset/nail_5_jpg.rf.c77e61420f71cf91da10ed3daf640b89.jpg;{'index': [0.47144021606445313, 0.3498423767089844, 0.55036962890625, 0.4560400085449219]};{'index': {'x_1': 0.473, 'y_1': 0.356, 'x_2': 0.525, 'y_2': 0.4265}};{'index': 0.43735969324176943};[['index finger pressing point on the nail gun']]
35;grasp_vlm_dataset/saw_3_jpg.rf.ad4e2276b34ec00dab9465a14fd8f064.jpg;{'index': [0.1896412353515625, 0.0013764381408691406, 0.9109627685546875, 0.5945368041992187]};{'index': {'x_1': 0.405, 'y_1': 0.181, 'x_2': 0.443, 'y_2': 0.2265}};{'index': 0.00404104765151494};[['index finger pressing point on the circular saw']]
36;grasp_vlm_dataset/allen_7_jpg.rf.ff74d1c9a007a8178cb3005e132148c2.jpg;{'hand': [0.5958936157226562, 0.03396954727172852, 0.9809200439453125, 0.517838134765625]};{'handle': {'x_1': 0.689, 'y_1': 0.035, 'x_2': 0.976, 'y_2': 0.511}};{'hand': 0.7332817563092836};[['entire hand grasping point on the allen key']]
37;grasp_vlm_dataset/allen_12_jpg.rf.6cdaf4594425e8dc2a1050bb4332f572.jpg;{'hand': [0.28344149780273437, 0.23646408081054687, 0.8295155029296875, 0.8888776245117187]};{'handle': {'x_1': 0.474, 'y_1': 0.285, 'x_2': 0.813, 'y_2': 0.885}};{'hand': 0.5709216039382712};[['entire hand grasping point on the allen key']]
38;grasp_vlm_dataset/bow12_jpg.rf.e8b52a7a2257a75f75559a30a57710f2.jpg;{'index': [0.16999612426757812, 0.3185257873535156, 0.8008583984375, 0.7382554321289062], 'thumb': [0.16999612426757812, 0.3185257873535156, 0.8008583984375, 0.7382554321289062]};{'thumb': {'x_1': 0.495, 'y_1': 0.556, 'x_2': 0.564, 'y_2': 0.6215}, 'index': {'x_1': 0.454, 'y_1': 0.488, 'x_2': 0.5995, 'y_2': 0.578}};{'index': 0.04945398602924693, 'thumb': 0.017068139737241802};[['index finger grasping point on the violin bow'], ['thumb finger grasping point on the violin bow']]
39;grasp_vlm_dataset/darts5_jpg.rf.3161a212cec39eb6bc2399b195e56925.jpg;{'index': [0.002250818967819214, 0.42807012939453126, 0.023573530197143554, 0.454763427734375], 'thumb': [0.002250818967819214, 0.42807012939453126, 0.023573530197143554, 0.454763427734375]};{'index': {'x_1': 0.411, 'y_1': 0.401, 'x_2': 0.5875, 'y_2': 0.714}, 'thumb': {'x_1': 0.369, 'y_1': 0.42, 'x_2': 0.553, 'y_2': 0.7165}};{'index': 0.0, 'thumb': 0.0};[['index finger grasping point on the dart'], ['thumb finger grasping point on the dart']]
40;grasp_vlm_dataset/scissors7_jpg.rf.68511979cb77432f90a047d4950ef71b.jpg;{'index': [0.2808058776855469, 0.3494245910644531, 0.5883036499023437, 0.9182613525390625], 'thumb': [0.50946533203125, 0.25209056091308596, 0.9668726196289062, 0.5855145874023437]};{'thumb': {'x_1': 0.337, 'y_1': 0.617, 'x_2': 0.5125, 'y_2': 0.8375}, 'index': {'x_1': 0.653, 'y_1': 0.346, 'x_2': 0.931, 'y_2': 0.4975}};{'index': 0.0, 'thumb': 0.0};[['index finger grasping point on the pair of scissors'], ['thumb finger grasping point on the pair of scissors']]
41;grasp_vlm_dataset/syringe5_jpg.rf.6e7c490c52e71c8a2910186668410100.jpg;{'index': [0.25606832885742187, 0.47523590087890627, 0.38910775756835936, 0.6702968139648438], 'thumb': [0.25606832885742187, 0.47523590087890627, 0.38910775756835936, 0.6702968139648438]};{'thumb': {'x_1': 0.099, 'y_1': 0.712, 'x_2': 0.173, 'y_2': 0.841}, 'index': {'x_1': 0.257, 'y_1': 0.475, 'x_2': 0.3875, 'y_2': 0.665}};{'index': 0.9531451633402735, 'thumb': 0.0};[['index finger grasping point on the syringe'], ['thumb finger grasping point on the syringe']]
42;grasp_vlm_dataset/nail_14_jpg.rf.01faa7e4df07e73a9209715b8b0604a1.jpg;{'index': [0.3623995361328125, 0.05201311111450195, 0.94351611328125, 0.8431324462890625]};{'index': {'x_1': 0.491, 'y_1': 0.576, 'x_2': 0.5085, 'y_2': 0.647}};{'index': 0.002702658257517265};[['index finger pressing point on the nail gun']]
43;grasp_vlm_dataset/allen_15_jpg.rf.3a8e49f7d79525555e5345172c0a6fdc.jpg;{'hand': [0.0, 0.3861445007324219, 0.9288045043945312, 0.6138697509765625]};{'handle': {'x_1': 0.143, 'y_1': 0.55, 'x_2': 0.8555, 'y_2': 0.619}};{'hand': 0.21149657350548007};[['entire hand grasping point on the allen key']]
44;grasp_vlm_dataset/bow10_jpg.rf.7b0c0a1dbb49bcc05dbd41266865bb3c.jpg;{'index': [0.43150225830078126, 0.4861653442382812, 0.5543810424804687, 0.6083571166992188], 'thumb': [0.43150225830078126, 0.4861653442382812, 0.5543810424804687, 0.6083571166992188]};{'thumb': {'x_1': 0.632, 'y_1': 0.37, 'x_2': 0.764, 'y_2': 0.4375}, 'index': {'x_1': 0.672, 'y_1': 0.309, 'x_2': 0.8215, 'y_2': 0.4035}};{'index': 0.0, 'thumb': 0.0};[['index finger grasping point on the violin bow'], ['thumb finger grasping point on the violin bow']]
45;grasp_vlm_dataset/drill_13_jpg.rf.b425d89333a4fa0b054d630a47a1e2d2.jpg;{'index': [0.0, 9.441375732421875e-06, 0.6864170532226562, 0.9178062744140625]};{'index': {'x_1': 0.26, 'y_1': 0.256, 'x_2': 0.3585, 'y_2': 0.3275}};{'index': 0.011179120900583137};[['index finger pressing point on the power drill']]
46;grasp_vlm_dataset/rnd_door5_jpg.rf.86400b399cc7de6b5d66efc944defff8.jpg;{'hand': [0.5136761474609375, 0.12256300354003906, 0.6101118774414063, 0.15788763427734376]};{'handle': {'x_1': 0.49, 'y_1': 0.483, 'x_2': 0.654, 'y_2': 0.5975}};{'hand': 0.0};[['entire hand grasping point on the door with a round handle']]
47;grasp_vlm_dataset/scissors5_jpg.rf.c74dc93ab50a1d0208a89cd3722c9260.jpg;{'index': [0.16692808532714845, 0.22045252990722655, 0.762152587890625, 0.7990094604492187], 'thumb': [0.44813873291015627, 0.220650390625, 0.7603517456054687, 0.510651611328125]};{'thumb': {'x_1': 0.496, 'y_1': 0.249, 'x_2': 0.592, 'y_2': 0.3545}, 'index': {'x_1': 0.563, 'y_1': 0.294, 'x_2': 0.7385, 'y_2': 0.4815}};{'index': 0.0955545764377191, 'thumb': 0.11185949817800853};[['index finger grasping point on the pair of scissors'], ['thumb finger grasping point on the pair of scissors']]
48;grasp_vlm_dataset/vertical_bar10_jpg.rf.892b0af2cbd734c1b2004634872aabe9.jpg;{'hand': [0.275515625, 0.2010216064453125, 0.7669063110351563, 0.9756939086914063]};{'handle': {'x_1': 0.678, 'y_1': 0.635, 'x_2': 0.693, 'y_2': 0.7075}};{'hand': 0.0028568294667733855};[['entire hand grasping point on the door with a vertical bar handle']]
49;grasp_vlm_dataset/bow14_jpg.rf.71a2fd2cd2d1b27c38de9cab4531960f.jpg;{'index': [0.804237548828125, 0.8351773681640625, 0.9210570678710938, 0.9452630004882813], 'thumb': [0.0, 0.0, 0.0, 0.0]};{'thumb': {'x_1': 0.802, 'y_1': 0.826, 'x_2': 0.8305, 'y_2': 0.8645}, 'index': {'x_1': 0.761, 'y_1': 0.78, 'x_2': 0.8245, 'y_2': 0.8465}};{'index': 0.013612875467939193, 'thumb': 0.0};[['index finger grasping point on the violin bow'], ['thumb finger grasping point on the violin bow']]
50;grasp_vlm_dataset/wrench_18_jpg.rf.3779a58974b8e8d42f400c972f63d19f.jpg;{'hand': [0.43575674438476564, 0.21050201416015624, 0.6072461547851562, 0.3790841369628906]};{'handle': {'x_1': 0.464, 'y_1': 0.439, 'x_2': 0.904, 'y_2': 0.903}};{'hand': 0.0};[['entire hand grasping point on the wrench']]
51;grasp_vlm_dataset/saw_0_jpg.rf.381ff29e5ee50ca947c0e35bd4b95b51.jpg;{'index': [0.10285050964355469, 0.3436994934082031, 0.20407786560058594, 0.5227518310546875]};{'index': {'x_1': 0.565, 'y_1': 0.517, 'x_2': 0.6185, 'y_2': 0.5385}};{'index': 0.0};[['index finger pressing point on the circular saw']]
52;grasp_vlm_dataset/can_opener6_jpg.rf.777c939aade535d2616ce8e342c68124.jpg;{'left': [0.010432147979736328, 0.4698382568359375, 0.39422125244140627, 0.6942420654296875], 'right': [0.010432147979736328, 0.4698382568359375, 0.39422125244140627, 0.6942420654296875]};{'right': {'x_1': 0.343, 'y_1': 0.256, 'x_2': 0.99, 'y_2': 0.6965}, 'left': {'x_1': 0.01, 'y_1': 0.469, 'x_2': 0.3955, 'y_2': 0.6915}};{'left': 0.9797899199508368, 'right': 0.03196103907319808};[['left hand grasping point on the can opener'], ['right hand grasping point on the can opener']]
53;grasp_vlm_dataset/bow19_jpg.rf.fc7fd883059b9dacac8880199c665405.jpg;{'index': [0.02020927619934082, 0.592667236328125, 0.28703643798828127, 0.8930814208984375], 'thumb': [0.02020927619934082, 0.592667236328125, 0.28703643798828127, 0.8930814208984375]};{'thumb': {'x_1': 0.188, 'y_1': 0.649, 'x_2': 0.267, 'y_2': 0.7585}, 'index': {'x_1': 0.214, 'y_1': 0.549, 'x_2': 0.337, 'y_2': 0.7605}};{'index': 0.13052093588098682, 'thumb': 0.10791721747227748};[['index finger grasping point on the violin bow'], ['thumb finger grasping point on the violin bow']]
54;grasp_vlm_dataset/drill_12_jpg.rf.058fccbb5c588d8a9dfaa38635260228.jpg;{'index': [0.17148219299316406, 0.4926929626464844, 0.33500396728515625, 0.8443960571289062]};{'index': {'x_1': 0.456, 'y_1': 0.469, 'x_2': 0.5025, 'y_2': 0.508}};{'index': 0.0};[['index finger pressing point on the power drill']]
55;grasp_vlm_dataset/syringe10_jpg.rf.3d523bd81dc1d15dc827aa424ed51584.jpg;{'index': [0.6184100341796875, 0.0899505386352539, 0.6409656982421875, 0.21829786682128907], 'thumb': [0.6184100341796875, 0.0899505386352539, 0.6409656982421875, 0.21829786682128907]};{'thumb': {'x_1': 0.578, 'y_1': 0.787, 'x_2': 0.675, 'y_2': 0.8095}, 'index': {'x_1': 0.56, 'y_1': 0.596, 'x_2': 0.6905, 'y_2': 0.617}};{'index': 0.0, 'thumb': 0.0};[['index finger grasping point on the syringe'], ['thumb finger grasping point on the syringe']]
56;grasp_vlm_dataset/lever_handle3_jpg.rf.ab85d67053b8eedb15291c06bfb5d761.jpg;{'hand': [0.31900213623046875, 0.0, 0.768639892578125, 0.99733642578125]};{'handle': {'x_1': 0.368, 'y_1': 0.659, 'x_2': 0.435, 'y_2': 0.683}};{'hand': 0.0035857630797489935};[['entire hand grasping point on the door with a horizontal lever handle']]
57;grasp_vlm_dataset/scissors12_jpg.rf.f44a95057fd54dffca3524af35df59b8.jpg;{'index': [0.04281034469604492, 0.38467800903320315, 0.5054420166015625, 0.8111887817382812], 'thumb': [0.04281034469604492, 0.38467800903320315, 0.5054420166015625, 0.8111887817382812]};{'thumb': {'x_1': 0.735, 'y_1': 0.277, 'x_2': 0.7985, 'y_2': 0.305}, 'index': {'x_1': 0.248, 'y_1': 0.176, 'x_2': 0.376, 'y_2': 0.2845}};{'index': 0.0, 'thumb': 0.0};[['index finger grasping point on the pair of scissors'], ['thumb finger grasping point on the pair of scissors']]
58;grasp_vlm_dataset/chainsaw6_jpg.rf.5b4d8a4ab5366073fdb7429060f2f91b.jpg;{'left': [0.5188759765625, 0.3496149597167969, 0.9315087280273437, 0.5831737060546875], 'right': [0.5188759765625, 0.3496149597167969, 0.9315087280273437, 0.5831737060546875]};{'right': {'x_1': 0.364, 'y_1': 0.196, 'x_2': 0.4505, 'y_2': 0.3795}, 'left': {'x_1': 0.074, 'y_1': 0.317, 'x_2': 0.2105, 'y_2': 0.5275}};{'left': 0.0, 'right': 0.0};[['left hand grasping point on the chainsaw'], ['right hand grasping point on the chainsaw']]
59;grasp_vlm_dataset/bot_bar9_jpg.rf.30a66623371a1a5721b5e9e370fe14d1.jpg;{'hand': [0.00036687850952148436, 0.04339156341552734, 0.9702107543945313, 0.9974939575195313]};{'handle': {'x_1': 0.111, 'y_1': 0.563, 'x_2': 0.378, 'y_2': 0.7455}};{'hand': 0.052659571004681244};[['entire hand grasping point on the bottom drawer with a horizontal bar handle']]
60;grasp_vlm_dataset/can_opener14_jpg.rf.8757280138abb9bbea8456bad5957885.jpg;{'left': [0.4284797668457031, 0.2869900817871094, 0.9727050170898438, 0.6753933715820313], 'right': [0.4284797668457031, 0.2869900817871094, 0.9727050170898438, 0.6753933715820313]};{'right': {'x_1': 0.326, 'y_1': 0.128, 'x_2': 0.9715, 'y_2': 0.6735}, 'left': {'x_1': 0.125, 'y_1': 0.394, 'x_2': 0.3055, 'y_2': 0.799}};{'left': 0.0, 'right': 0.593532124179503};[['left hand grasping point on the can opener near the green star'], ['right hand grasping point on the can opener']]
