img_id;img_path;text_output;pred_bbox;target_bbox;iou
44;data/roboflow/saw_16_jpg.rf.08cb5bb3f895e6ddf476231d93cc87fc.jpg;```json [ 250, 623, 296, 648 ] ```;[250.0, 623.0, 296.0, 648.0];[230, 430, 298, 483];0.0
45;data/roboflow/hammer_3_jpg.rf.d5d45780df9c29adadeb71cb01ef8fff.jpg;```json [ 393, 436, 636, 514 ] ```;[393.0, 436.0, 636.0, 514.0];[500, 432, 967, 518];0.21868557763667848
46;data/roboflow/allen_15_jpg.rf.84eacc06d0a77038d94e690f48ed9b39.jpg;```json [ 398, 439, 453, 614 ] ```;[398.0, 439.0, 453.0, 614.0];[550, 143, 619.17, 855.5];0.0
47;data/roboflow/drill_11_jpg.rf.2af05b31d23bbe92e005ce105e1800f0.jpg;```json [ 597, 325, 657, 372 ] ```;[597.0, 325.0, 657.0, 372.0];[429, 679, 506.86, 708.28];0.0
48;data/roboflow/allen_13_jpg.rf.a0f01b6dde96397f10899cc21473aa0e.jpg;```json [ 18, 78, 123, 171 ] ```;[18.0, 78.0, 123.0, 171.0];[32, 33, 113.75, 119.25];0.250836820083682
49;data/roboflow/glue_2_jpg.rf.8a15037652e0c691b02a6e546d5a1bbf.jpg;```json [ 441, 281, 505, 309 ] ```;[441.0, 281.0, 505.0, 309.0];[233, 138, 382.16999999999996, 180.5];0.0
50;data/roboflow/wrench_11_jpg.rf.89e651e4fa1e825d7ca9187a175200b6.jpg;```json [ 30, 147, 157, 264 ] ```;[30.0, 147.0, 157.0, 264.0];[55, 50, 94.07, 117.96];0.0
51;data/roboflow/wacker_16_jpg.rf.2147f7f6bf8bb1e498199e5d7b08b40a.jpg;```json [ 429, 631, 478, 694 ] ```;[429.0, 631.0, 478.0, 694.0];[765, 935, 811.25, 986.25];0.0
52;data/roboflow/wacker_15_jpg.rf.749dc2f49bd5654fdbe3747de8cf48bb.jpg;```json [ 473, 526, 483, 548 ] ```;[473.0, 526.0, 483.0, 548.0];[221, 357, 232.43, 377.71];0.0
53;data/roboflow/glue_6_jpg.rf.619ad5b67a361a53be56c8fbfdfc7b12.jpg;```json [ 368, 332, 416, 359 ] ```;[368.0, 332.0, 416.0, 359.0];[66, 104, 85.26, 116.96000000000001];0.0
54;data/roboflow/saw_19_jpg.rf.8f47d8dbf342a941d9de7a54cd7d4ef8.jpg;Here's the bounding box in JSON for the best placement of the index finger's pad for grasping the circular saw: ```json [ 328, 820, 384, 860 ] ```;[328.0, 820.0, 384.0, 860.0];[42, 244, 47.31, 267.12];0.0
55;data/roboflow/drill_6_jpg.rf.3f895b36079933bf8e2e59fbbb0bcc0a.jpg;```json [ 517, 449, 566, 484 ] ```;[517.0, 449.0, 566.0, 484.0];[437, 646, 509.15, 661];0.0
56;data/roboflow/hammer_4_jpg.rf.be49520bcdc487c23b0f5cdfc8555d03.jpg;```json [ 486, 333, 592, 669 ] ```;[486.0, 333.0, 592.0, 669.0];[107, 112, 129.03, 218.48000000000002];0.0
57;data/roboflow/allen_6_jpg.rf.e32dab49b55efbfb4ef83c50b633003f.jpg;```json [ 146, 264, 193, 408 ] ```;[146.0, 264.0, 193.0, 408.0];[68, 102, 143.76999999999998, 284.31];0.0
58;data/roboflow/nail_1_jpg.rf.ca3b1c00b4cee0fd6983ddacc4edd612.jpg;```json [ 466, 736, 524, 772 ] ```;[466.0, 736.0, 524.0, 772.0];[351, 335, 384, 364.5];0.0
59;data/roboflow/screwdriver_6_jpg.rf.e8fbf1ef6ec0bca566d011cc989bcbc9.jpg;```json [ 440, 610, 635, 750 ] ```;[440.0, 610.0, 635.0, 750.0];[478, 545, 778, 898.5699999999999];0.19732294350531013
60;data/roboflow/saw_10_jpg.rf.369ecf7a1cbcd7bee2dd4631e4e7cd77.jpg;```json [ 601, 542, 729, 566 ] ```;[601.0, 542.0, 729.0, 566.0];[209, 784, 249, 804.62];0.0
61;data/roboflow/solder_18_jpg.rf.f3ae27d2c6d71f6cdae4c97a5da3103e.jpg;```json [ 386, 381, 464, 575 ] ```;[386.0, 381.0, 464.0, 575.0];[73, 44, 128.56, 115.48];0.0
62;data/roboflow/wrench_4_jpg.rf.1bc53859ca2ff1f67ea1c393537bae51.jpg;```json [ 571, 658, 692, 758 ] ```;[571.0, 658.0, 692.0, 758.0];[403, 597, 761.5699999999999, 914.86];0.10616357630140565
63;data/roboflow/wacker_3_jpg.rf.43e9ae0cfc9d836d36e66e0220e97f1f.jpg;```json [ 374, 222, 428, 267 ] ```;[374.0, 222.0, 428.0, 267.0];[522, 217, 535.33, 252.82999999999998];0.0
64;data/roboflow/allen_3_jpg.rf.f452a3b83561eb67c6141ea368168648.jpg;```json [ 365, 214, 446, 348 ] ```;[365.0, 214.0, 446.0, 348.0];[170, 142, 423.5, 555.5];0.07269287746117413
65;data/roboflow/wacker_5_jpg.rf.534ac3f6e093b02ebc610cf9b31141c3.jpg;```json [ 355, 575, 394, 601 ] ```;[355.0, 575.0, 394.0, 601.0];[582, 898, 597, 937];0.0
66;data/roboflow/screwdriver_7_jpg.rf.fef662b242509997a0395209c9f8f941.jpg;```json [ 60, 395, 134, 432 ] ```;[60.0, 395.0, 134.0, 432.0];[17, 173, 68.33, 204.34];0.0
67;data/roboflow/hammer_10_jpg.rf.295b81df7c4e3044a1fa86ecb6959009.jpg;```json [ 497, 651, 600, 706 ] ```;[497.0, 651.0, 600.0, 706.0];[512, 523, 595.33, 976.3399999999999];0.11794407118213374
68;data/roboflow/wrench_10_jpg.rf.dc0edb1bb8d02dc9c1059b588df7d8f0.jpg;```json [ 366, 474, 433, 657 ] ```;[366.0, 474.0, 433.0, 657.0];[300, 913, 540, 1244];0.0
69;data/roboflow/hammer_18_jpg.rf.dfe188c41f795463dbcc7babd994c330.jpg;```json [ 555, 459, 889, 539 ] ```;[555.0, 459.0, 889.0, 539.0];[195, 127, 383.66999999999996, 168.32999999999998];0.0
70;data/roboflow/screwdriver_5_jpg.rf.575f3ba9ba3035af307fe1c80d0066f1.jpg;```json [ 632, 676, 779, 768 ] ```;[632.0, 676.0, 779.0, 768.0];[775, 1590, 1097.5, 2378.75];0.0
71;data/roboflow/screwdriver_10_jpg.rf.e90b90d3657072e118d91fa1188f2e8e.jpg;```json [ 187, 352, 368, 476 ] ```;[187.0, 352.0, 368.0, 476.0];[9, 101, 177.21, 166.70999999999998];0.0
72;data/roboflow/saw_5_jpg.rf.251577bb54d32d45d70b87498870b6c5.jpg;```json [ 274, 279, 326, 303 ] ```;[274.0, 279.0, 326.0, 303.0];[157, 585, 190.57, 631.43];0.0
73;data/roboflow/saw_17_jpg.rf.5ce2bac53e73010826e4a9de3af91fc9.jpg;```json [ [ 132, 188, 178, 239 ] ] ```;[132.0, 188.0, 178.0, 239.0];[119, 166, 147.64, 184.64];0.0
74;data/roboflow/wacker_17_jpg.rf.59bbe305aa8c51bfde475e59faba15a3.jpg;```json [ 325, 575, 366, 613 ] ```;[325.0, 575.0, 366.0, 613.0];[465, 1135, 493.75, 1212.5];0.0
75;data/roboflow/solder_19_jpg.rf.6ba82ef7654945a115827964553b9f86.jpg;```json [ 445, 279, 622, 420 ] ```;[445.0, 279.0, 622.0, 420.0];[223, 288, 310.90999999999997, 398];0.0
76;data/roboflow/screwdriver_0_jpg.rf.47ddc4bdab6af5228c6456ea355534b8.jpg;```json [ 64, 132, 303, 252 ] ```;[64.0, 132.0, 303.0, 252.0];[44, 47, 150.32999999999998, 132.34];0.0007780600850633015
77;data/roboflow/saw_11_jpg.rf.ef778852807d9700d37342481a46b674.jpg;Here's my bounding box prediction: ```json [ 460, 697, 515, 747 ] ```;[460.0, 697.0, 515.0, 747.0];[357, 477, 372.5, 543];0.0
78;data/roboflow/wacker_1_jpg.rf.3aa1825fc5e85db70c628bbff2cef848.jpg;```json [ 497, 271, 583, 321 ] ```;[497.0, 271.0, 583.0, 321.0];[334, 406, 356, 440.5];0.0
79;data/roboflow/wrench_3_jpg.rf.5688e17fbf1f3fa1e675f1780e9bcdee.jpg;```json [ 287, 315, 445, 420 ] ```;[287.0, 315.0, 445.0, 420.0];[331, 496, 974, 566];0.0
80;data/roboflow/nail_18_jpg.rf.ca0aa65b5b35c49485de3519192627e9.jpg;```json [ [ 612, 514, 653, 537 ] ] ```;[612.0, 514.0, 653.0, 537.0];[723, 1350, 848, 1400];0.0
81;data/roboflow/nail_4_jpg.rf.004c821c0b80d982e00465f2ec4ce69f.jpg;```json [ 488, 714, 517, 739 ] ```;[488.0, 714.0, 517.0, 739.0];[135, 117, 145.83, 124.71];0.0
82;data/roboflow/allen_16_jpg.rf.56825daea3cb1ce94eb216620f07142a.jpg;```json [ 76, 111, 146, 154 ] ```;[76.0, 111.0, 146.0, 154.0];[44, 118, 240.04, 141.96];0.27814638420314286
83;data/roboflow/solder_15_jpg.rf.9fe111e492dc5f76a67f271c63763cfc.jpg;```json [ 526, 616, 835, 721 ] ```;[526.0, 616.0, 835.0, 721.0];[481, 263, 667.88, 347.37];0.0
84;data/roboflow/solder_6_jpg.rf.95a632bd111bc3f1f074edf23bbac04e.jpg;```json [ 455, 590, 620, 715 ] ```;[455.0, 590.0, 620.0, 715.0];[111, 148, 135.38, 223.16];0.0
85;data/roboflow/saw_9_jpg.rf.4a74dcc308d112ff86028beeb86ebd1b.jpg;Here's the bounding box: ```json [ 706, 750, 747, 780 ] ```;[706.0, 750.0, 747.0, 780.0];[253, 939, 305.85, 970.43];0.0
86;data/roboflow/hammer_13_jpg.rf.b9cecdc13f6529d4aa2a4aa8a5373dec.jpg;```json [ 450, 200, 590, 780 ] ```;[450.0, 200.0, 590.0, 780.0];[208, 231, 340.49, 1251.63];0.0
87;data/roboflow/wacker_6_jpg.rf.b216f2fd6df84d287d59f61952666bab.jpg;```json [ 437, 600, 477, 628 ] ```;[437.0, 600.0, 477.0, 628.0];[169, 138, 176.78, 153.28];0.0
88;data/roboflow/saw_1_jpg.rf.dabeec130f46a0ed64b7181f627e80b4.jpg;```json [ 248, 292, 311, 356 ] ```;[248.0, 292.0, 311.0, 356.0];[259, 403, 299, 475.14];0.0
89;data/roboflow/hammer_9_jpg.rf.ae9639e7c8ea7a8f852d0d0c52054069.jpg;```json [ 697, 517, 814, 650 ] ```;[697.0, 517.0, 814.0, 650.0];[502, 567, 586.17, 948.6700000000001];0.0
90;data/roboflow/wrench_7_jpg.rf.d641a5052e86bd3f20db3e0a60202807.jpg;```json [ 280, 115, 360, 523 ] ```;[280.0, 115.0, 360.0, 523.0];[80, 111, 168.5, 306.25];0.0
91;data/roboflow/wacker_9_jpg.rf.1ca5109d13dd10dc9dff8247d6651c6d.jpg;```json [ 647, 569, 696, 586 ] ```;[647.0, 569.0, 696.0, 586.0];[696, 1194, 710, 1219];0.0
92;data/roboflow/wacker_7_jpg.rf.70fd0164c6c486da49500c41f7938930.jpg;```json [ 460, 18, 485, 35 ] ```;[460.0, 18.0, 485.0, 35.0];[236, 47, 246, 64.22];0.0
93;data/roboflow/wacker_12_jpg.rf.6e0fca0ef35537788d49e48c6aadcb74.jpg;```json [ 462, 156, 500, 200 ] ```;[462.0, 156.0, 500.0, 200.0];[698, 985, 719.25, 1032.5];0.0
94;data/roboflow/glue_11_jpg.rf.70118f43562387f2c89ace63f2c4dd9e.jpg;```json [ 349, 766, 382, 789 ] ```;[349.0, 766.0, 382.0, 789.0];[665, 608, 735, 721.75];0.0
95;data/roboflow/wacker_18_jpg.rf.8860d00066a92ef5c0ab20cd5f7352ba.jpg;```json [ 248, 498, 262, 509 ] ```;[248.0, 498.0, 262.0, 509.0];[188, 739, 206.75, 757.75];0.0
96;data/roboflow/glue_12_jpg.rf.c0123478d172c7a1a85ab00b021bc6c1.jpg;```json [ 556, 704, 600, 758 ] ```;[556.0, 704.0, 600.0, 758.0];[318, 194, 350.27, 232.19];0.0
97;data/roboflow/glue_1_jpg.rf.da77fbeb1a8f03ddfd89710b581a10aa.jpg;```json [ 558, 572, 616, 600 ] ```;[558.0, 572.0, 616.0, 600.0];[326, 237, 416, 278.5];0.0
98;data/roboflow/wacker_8_jpg.rf.4681371591f966572891d1617b75503a.jpg;```json [ 350, 659, 379, 672 ] ```;[350.0, 659.0, 379.0, 672.0];[267, 297, 285.64, 322];0.0
99;data/roboflow/drill_5_jpg.rf.ce91003ea2dbd3846b483be0452e5f5a.jpg;```json [ 731, 344, 777, 385 ] ```;[731.0, 344.0, 777.0, 385.0];[138, 184, 153.52, 193.47];0.0
100;data/roboflow/solder_2_jpg.rf.33e64abc8c3f90f08df71b0827cdae07.jpg;```json [ 284, 286, 341, 450 ] ```;[284.0, 286.0, 341.0, 450.0];[161, 215, 203.32999999999998, 269.65999999999997];0.0
101;data/roboflow/wrench_5_jpg.rf.779c6debdb052cede0d2543998297605.jpg;```json [ 382, 389, 501, 616 ] ```;[382.0, 389.0, 501.0, 616.0];[544, 245, 695, 909];0.0
102;data/roboflow/drill_15_jpg.rf.cf5a361374a6941061ada1024ee8a0ef.jpg;```json [ 523, 465, 638, 497 ] ```;[523.0, 465.0, 638.0, 497.0];[389, 534, 475.65999999999997, 583.17];0.0
103;data/roboflow/allen_10_jpg.rf.f22ee109908456d2820f51f610f46529.jpg;```json [ [ 45, 178, 125, 287 ] ] ```;[45.0, 178.0, 125.0, 287.0];[303, 227, 410.5, 934.5];0.0
104;data/roboflow/wrench_13_jpg.rf.4caf9cd8b49890ef93a1c00ce41e08ee.jpg;```json [ 174, 311, 294, 386 ] ```;[174.0, 311.0, 294.0, 386.0];[76, 108, 137.48, 138];0.0
105;data/roboflow/nail_13_jpg.rf.1f0041024e3f62229e34450ab961ebf1.jpg;```json [ 396, 392, 416, 406 ] ```;[396.0, 392.0, 416.0, 406.0];[219, 258, 237, 268];0.0
106;data/roboflow/solder_9_jpg.rf.5cee98ab2544208a4c02239bf354b2a5.jpg;```json [ 298, 276, 442, 394 ] ```;[298.0, 276.0, 442.0, 394.0];[157, 218, 284.08, 403.84000000000003];0.0
107;data/roboflow/nail_11_jpg.rf.c6410dd7af2bad845d6cabc69b20f5b6.jpg;```json [ 691, 676, 744, 700 ] ```;[691.0, 676.0, 744.0, 700.0];[348, 690, 384.87, 718.12];0.0
108;data/roboflow/glue_5_jpg.rf.74127088b07faf53064c99c5a1c9729f.jpg;```json [ 572, 515, 619, 557 ] ```;[572.0, 515.0, 619.0, 557.0];[614, 1002, 791, 1071];0.0
109;data/roboflow/allen_17_jpg.rf.4abd1e9438888b7b74a5d25c9c14f57f.jpg;```json [ [ 356, 140, 416, 314 ] ] ```;[356.0, 140.0, 416.0, 314.0];[239, 299, 337.5, 438.5];0.0
110;data/roboflow/saw_3_jpg.rf.00ac9c7738eca4db89990d955e913c97.jpg;```json [ 323, 258, 343, 277 ] ```;[323.0, 258.0, 343.0, 277.0];[178, 362, 223, 396.17];0.0
111;data/roboflow/saw_15_jpg.rf.d95aa641412a788141d574db07c90dc0.jpg;Here's the bounding box for the ideal index finger pad placement: ```json [ 295, 718, 347, 763 ] ```;[295.0, 718.0, 347.0, 763.0];[165, 415, 225.5, 446.5];0.0
112;data/roboflow/allen_12_jpg.rf.d2442148d7fb66f0c553106bd546fde5.jpg;```json [ 49, 62, 129, 125 ] ```;[49.0, 62.0, 129.0, 125.0];[61, 128, 125.31, 168.55];0.0
113;data/roboflow/drill_10_jpg.rf.617b871bde9bf6d7f74ce46376ba9677.jpg;```json [ 600, 385, 645, 417 ] ```;[600.0, 385.0, 645.0, 417.0];[188, 287, 217.23, 300.84];0.0
114;data/roboflow/screwdriver_17_jpg.rf.6f3ba1391076f55e6d1477d0a2a04490.jpg;```json [ 399, 467, 690, 575 ] ```;[399.0, 467.0, 690.0, 575.0];[222, 132, 361.33000000000004, 186.66];0.0
115;data/roboflow/nail_10_jpg.rf.e8c10c27adad7180f857ed963ee8ea4d.jpg;```json [ 396, 630, 421, 657 ] ```;[396.0, 630.0, 421.0, 657.0];[124, 135, 134.83, 146.04];0.0
116;data/roboflow/wrench_14_jpg.rf.311eeee1f50a33d7ba19b31e3cff11b1.jpg;```json [ 274, 306, 492, 389 ] ```;[274.0, 306.0, 492.0, 389.0];[790, 1160, 946.67, 1865];0.0
117;data/roboflow/wacker_4_jpg.rf.8b58c303a0be79b0bf5eb1787863c3ab.jpg;```json [ 316, 312, 343, 332 ] ```;[316.0, 312.0, 343.0, 332.0];[646, 436, 695, 454];0.0
118;data/roboflow/wrench_15_jpg.rf.42f8c7c01944ef48270def696cf1043d.jpg;```json [ 140, 308, 466, 431 ] ```;[140.0, 308.0, 466.0, 431.0];[76, 141, 590, 565];0.18398979516922398
119;data/roboflow/hammer_1_jpg.rf.55e5712fb05f7db21a76e912587ec234.jpg;```json [ 487, 305, 676, 368 ] ```;[487.0, 305.0, 676.0, 368.0];[120, 82, 244.38, 110.13];0.0
120;data/roboflow/screwdriver_1_jpg.rf.f272de78412ad2c531057645ec07c61e.jpg;```json [ 50, 471, 282, 583 ] ```;[50.0, 471.0, 282.0, 583.0];[66, 262, 157.56, 321.06];0.0
121;data/roboflow/allen_19_jpg.rf.00ae41782552de95b6dbe42a2033dd17.jpg;```json [ [ 32, 281, 329, 315 ] ] ```;[32.0, 281.0, 329.0, 315.0];[134, 145, 225.17000000000002, 303.83000000000004];0.0925190024323115
122;data/roboflow/drill_13_jpg.rf.52f030bf69a62861b2393732da0e9827.jpg;```json [ 309, 460, 351, 500 ] ```;[309.0, 460.0, 351.0, 500.0];[307, 312, 393, 430];0.0
123;data/roboflow/hammer_17_jpg.rf.d4b91f72a62fc90a8873256c5bf4bc3c.jpg;```json [ 472, 706, 594, 799 ] ```;[472.0, 706.0, 594.0, 799.0];[337, 828, 468.66999999999996, 1453.83];0.0
124;data/roboflow/drill_4_jpg.rf.4248ac48968ef128b497e218c7a23095.jpg;```json [ 375, 531, 427, 553 ] ```;[375.0, 531.0, 427.0, 553.0];[222, 180, 234.5, 201];0.0
125;data/roboflow/drill_19_jpg.rf.75f6f2ec74b675459c112a2a9161f551.jpg;```json [ [ 542, 617, 592, 661 ] ] ```;[542.0, 617.0, 592.0, 661.0];[240, 274, 259.16, 309.42];0.0
