img_id;img_path;text_output;pred_bbox;target_bbox;iou
31;data/roboflow/saw_0_jpg.rf.e6961a1c0a9f05470005a80d79862f58.jpg;```json [265, 732, 300, 764] ```;[265, 732, 300, 764];[678, 620, 742, 646];0.0
32;data/roboflow/hammer_8_jpg.rf.53462f20f1fa485c80c9518436da3e42.jpg;```json [139, 410, 602, 576] ```;[139, 410, 602, 576];[129, 54, 195, 368];0.0
33;data/roboflow/allen_11_jpg.rf.a6c767081f97c455a64eb5ba085342fa.jpg;```json [55, 495, 190, 664] ```;[55, 495, 190, 664];[805, 195, 1862.5, 567.5];0.0
34;data/roboflow/glue_10_jpg.rf.ae54febb95813097775309389f29c77e.jpg;```json [81, 225, 834, 400] ```;[81, 225, 834, 400];[110, 97, 137.34, 123.1];0.0
35;data/roboflow/solder_7_jpg.rf.3fa9b0142c7c519b08f9b792668d0360.jpg;```json [453, 213, 561, 518] ```;[453, 213, 561, 518];[140, 282, 222, 579];0.0
36;data/roboflow/solder_12_jpg.rf.141cf71e923c9580c70f71e929b811fa.jpg;```json [401, 554, 761, 733] ```;[401, 554, 761, 733];[664, 104, 750.87, 354];0.0
37;data/roboflow/solder_0_jpg.rf.d748f8da95299784b7e2496fd1026295.jpg;```json [433, 573, 471, 672] ```;[433, 573, 471, 672];[1388, 1045, 2438, 1485];0.0
38;data/roboflow/allen_2_jpg.rf.7a42d727fb9820c4dd80dde675364208.jpg;```json [41, 234, 421, 735] ```;[41, 234, 421, 735];[217, 14, 581.1700000000001, 105.66];0.0
39;data/roboflow/nail_16_jpg.rf.643dc073f89e2c1d30be10cd1f3078c3.jpg;```json [283, 470, 449, 720] ```;[283, 470, 449, 720];[276, 141, 313.33, 162];0.0
40;data/roboflow/saw_14_jpg.rf.bf77b5a93a3a0d5749379e266d44cb5e.jpg;```json [210, 133, 426, 284] ```;[210, 133, 426, 284];[407, 116, 423.67, 177.66];0.0226290578639908
41;data/roboflow/glue_3_jpg.rf.1357ae167c4ec9c85e80bd5e17b03c64.jpg;```json [559, 347, 640, 488] ```;[559, 347, 640, 488];[290, 487, 424.15999999999997, 537];0.0
42;data/roboflow/solder_5_jpg.rf.8386acfec94c47292d320319ceffefe5.jpg;```json [483, 566, 814, 639] ```;[483, 566, 814, 639];[341, 379, 381.63, 592.13];0.0
43;data/roboflow/hammer_5_jpg.rf.111cf96c55a3c37f56afe7dc3f6224ee.jpg;```json [624, 276, 836, 452] ```;[624, 276, 836, 452];[308, 686, 411, 1165];0.0
44;data/roboflow/saw_16_jpg.rf.08cb5bb3f895e6ddf476231d93cc87fc.jpg;```json [194, 850, 236, 926] ```;[194, 850, 236, 926];[430, 230, 483, 298];0.0
45;data/roboflow/hammer_3_jpg.rf.d5d45780df9c29adadeb71cb01ef8fff.jpg;```json [600, 477, 770, 602] ```;[600, 477, 770, 602];[432, 500, 518, 967];0.0
46;data/roboflow/allen_15_jpg.rf.84eacc06d0a77038d94e690f48ed9b39.jpg;```json [564, 239, 610, 694] ```;[564, 239, 610, 694];[143, 550, 855.5, 619.17];0.0474673179395959
47;data/roboflow/drill_11_jpg.rf.2af05b31d23bbe92e005ce105e1800f0.jpg;```json [778, 344, 873, 581] ```;[778, 344, 873, 581];[679, 429, 708.28, 506.86];0.0
48;data/roboflow/allen_13_jpg.rf.a0f01b6dde96397f10899cc21473aa0e.jpg;{box_2d: [23, 373, 270, 620]};[23, 373, 270, 620];[33, 32, 119.25, 113.75];0.0
49;data/roboflow/glue_2_jpg.rf.8a15037652e0c691b02a6e546d5a1bbf.jpg;```json [452, 560, 517, 660] ```;[452, 560, 517, 660];[138, 233, 180.5, 382.16999999999996];0.0
50;data/roboflow/wrench_11_jpg.rf.89e651e4fa1e825d7ca9187a175200b6.jpg;```json [180, 189, 542, 546] ```;[180, 189, 542, 546];[50, 55, 117.96, 94.07];0.0
51;data/roboflow/wacker_16_jpg.rf.2147f7f6bf8bb1e498199e5d7b08b40a.jpg;```json [264, 533, 295, 567] ```;[264, 533, 295, 567];[935, 765, 986.25, 811.25];0.0
52;data/roboflow/wacker_15_jpg.rf.749dc2f49bd5654fdbe3747de8cf48bb.jpg;```json [458, 569, 508, 627] ```;[458, 569, 508, 627];[357, 221, 377.71, 232.43];0.0
53;data/roboflow/glue_6_jpg.rf.619ad5b67a361a53be56c8fbfdfc7b12.jpg;```json [491, 311, 535, 396] ```;[491, 311, 535, 396];[104, 66, 116.96000000000001, 85.26];0.0
54;data/roboflow/saw_19_jpg.rf.8f47d8dbf342a941d9de7a54cd7d4ef8.jpg;```json [67, 564, 190, 741] ```;[67, 564, 190, 741];[244, 42, 267.12, 47.31];0.0
55;data/roboflow/drill_6_jpg.rf.3f895b36079933bf8e2e59fbbb0bcc0a.jpg;```json [420, 542, 446, 584] ```;[420, 542, 446, 584];[646, 437, 661, 509.15];0.0
56;data/roboflow/hammer_4_jpg.rf.be49520bcdc487c23b0f5cdfc8555d03.jpg;```json [460, 71, 626, 373] ```;[460, 71, 626, 373];[112, 107, 218.48000000000002, 129.03];0.0
57;data/roboflow/allen_6_jpg.rf.e32dab49b55efbfb4ef83c50b633003f.jpg;```json [139, 291, 295, 797] ```;[139, 291, 295, 797];[102, 68, 284.31, 143.76999999999998];0.0
58;data/roboflow/nail_1_jpg.rf.ca3b1c00b4cee0fd6983ddacc4edd612.jpg;```json [310, 381, 410, 525] ```;[310, 381, 410, 525];[335, 351, 364.5, 384];0.0057899901864573
59;data/roboflow/screwdriver_6_jpg.rf.e8fbf1ef6ec0bca566d011cc989bcbc9.jpg;```json [424, 352, 906, 785] ```;[424, 352, 906, 785];[545, 478, 898.5699999999999, 778];0.5082316751794389
60;data/roboflow/saw_10_jpg.rf.369ecf7a1cbcd7bee2dd4631e4e7cd77.jpg;```json [401, 789, 433, 828] ```;[401, 789, 433, 828];[784, 209, 804.62, 249];0.0
61;data/roboflow/solder_18_jpg.rf.f3ae27d2c6d71f6cdae4c97a5da3103e.jpg;```json [456, 280, 675, 664] ```;[456, 280, 675, 664];[44, 73, 115.48, 128.56];0.0
62;data/roboflow/wrench_4_jpg.rf.1bc53859ca2ff1f67ea1c393537bae51.jpg;```json [635, 575, 839, 711] ```;[635, 575, 839, 711];[597, 403, 914.86, 761.5699999999999];0.2434216744550577
63;data/roboflow/wacker_3_jpg.rf.43e9ae0cfc9d836d36e66e0220e97f1f.jpg;```json [450, 193, 496, 347] ```;[450, 193, 496, 347];[217, 522, 252.82999999999998, 535.33];0.0
64;data/roboflow/allen_3_jpg.rf.f452a3b83561eb67c6141ea368168648.jpg;```json [442, 201, 692, 528] ```;[442, 201, 692, 528];[142, 170, 555.5, 423.5];0.15654590143102
65;data/roboflow/wacker_5_jpg.rf.534ac3f6e093b02ebc610cf9b31141c3.jpg;```json [342, 715, 474, 790] ```;[342, 715, 474, 790];[898, 582, 937, 597];0.0
66;data/roboflow/screwdriver_7_jpg.rf.fef662b242509997a0395209c9f8f941.jpg;```json [39, 435, 231, 513] ```;[39, 435, 231, 513];[173, 17, 204.34, 68.33];0.0
67;data/roboflow/hammer_10_jpg.rf.295b81df7c4e3044a1fa86ecb6959009.jpg;```json [489, 522, 540, 671] ```;[489, 522, 540, 671];[523, 512, 976.3399999999999, 595.33];0.0282490880270008
68;data/roboflow/wrench_10_jpg.rf.dc0edb1bb8d02dc9c1059b588df7d8f0.jpg;```json [482, 283, 620, 500] ```;[482, 283, 620, 500];[913, 300, 1244, 540];0.0
69;data/roboflow/hammer_18_jpg.rf.dfe188c41f795463dbcc7babd994c330.jpg;```json [604, 448, 785, 535] ```;[604, 448, 785, 535];[127, 195, 168.32999999999998, 383.66999999999996];0.0
70;data/roboflow/screwdriver_5_jpg.rf.575f3ba9ba3035af307fe1c80d0066f1.jpg;```json [537, 632, 609, 850] ```;[537, 632, 609, 850];[1590, 775, 2378.75, 1097.5];0.0
71;data/roboflow/screwdriver_10_jpg.rf.e90b90d3657072e118d91fa1188f2e8e.jpg;```json [451, 228, 695, 645] ```;[451, 228, 695, 645];[101, 9, 166.70999999999998, 177.21];0.0
72;data/roboflow/saw_5_jpg.rf.251577bb54d32d45d70b87498870b6c5.jpg;```json [174, 371, 302, 497] ```;[174, 371, 302, 497];[585, 157, 631.43, 190.57];0.0
73;data/roboflow/saw_17_jpg.rf.5ce2bac53e73010826e4a9de3af91fc9.jpg;```json [276, 751, 335, 856] ```;[276, 751, 335, 856];[166, 119, 184.64, 147.64];0.0
74;data/roboflow/wacker_17_jpg.rf.59bbe305aa8c51bfde475e59faba15a3.jpg;```json [222, 870, 269, 975] ```;[222, 870, 269, 975];[1135, 465, 1212.5, 493.75];0.0
75;data/roboflow/solder_19_jpg.rf.6ba82ef7654945a115827964553b9f86.jpg;```json [533, 358, 708, 558] ```;[533, 358, 708, 558];[288, 223, 398, 310.90999999999997];0.0
76;data/roboflow/screwdriver_0_jpg.rf.47ddc4bdab6af5228c6456ea355534b8.jpg;```json [125, 163, 453, 580] ```;[125, 163, 453, 580];[47, 44, 132.34, 150.32999999999998];0.0
77;data/roboflow/saw_11_jpg.rf.ef778852807d9700d37342481a46b674.jpg;```json [596, 519, 697, 656] ```;[596, 519, 697, 656];[477, 357, 543, 372.5];0.0
78;data/roboflow/wacker_1_jpg.rf.3aa1825fc5e85db70c628bbff2cef848.jpg;```json [479, 449, 548, 517] ```;[479, 449, 548, 517];[406, 334, 440.5, 356];0.0
79;data/roboflow/wrench_3_jpg.rf.5688e17fbf1f3fa1e675f1780e9bcdee.jpg;```json [460, 596, 561, 629] ```;[460, 596, 561, 629];[496, 331, 566, 974];0.0464305814104506
80;data/roboflow/nail_18_jpg.rf.ca0aa65b5b35c49485de3519192627e9.jpg;```json [497, 589, 583, 634] ```;[497, 589, 583, 634];[1350, 723, 1400, 848];0.0
81;data/roboflow/nail_4_jpg.rf.004c821c0b80d982e00465f2ec4ce69f.jpg;```json [688, 442, 751, 518] ```;[688, 442, 751, 518];[117, 135, 124.71, 145.83];0.0
82;data/roboflow/allen_16_jpg.rf.56825daea3cb1ce94eb216620f07142a.jpg;```json [411, 597, 933, 735] ```;[411, 597, 933, 735];[118, 44, 141.96, 240.04];0.0
83;data/roboflow/solder_15_jpg.rf.9fe111e492dc5f76a67f271c63763cfc.jpg;```json [538, 441, 748, 662] ```;[538, 441, 748, 662];[263, 481, 347.37, 667.88];0.0
84;data/roboflow/solder_6_jpg.rf.95a632bd111bc3f1f074edf23bbac04e.jpg;```json [432, 527, 579, 663] ```;[432, 527, 579, 663];[148, 111, 223.16, 135.38];0.0
85;data/roboflow/saw_9_jpg.rf.4a74dcc308d112ff86028beeb86ebd1b.jpg;```json [729, 646, 810, 740] ```;[729, 646, 810, 740];[939, 253, 970.43, 305.85];0.0
86;data/roboflow/hammer_13_jpg.rf.b9cecdc13f6529d4aa2a4aa8a5373dec.jpg;```json [452, 557, 629, 849] ```;[452, 557, 629, 849];[231, 208, 1251.63, 340.49];0.0
87;data/roboflow/wacker_6_jpg.rf.b216f2fd6df84d287d59f61952666bab.jpg;```json [473, 532, 526, 624] ```;[473, 532, 526, 624];[138, 169, 153.28, 176.78];0.0
88;data/roboflow/saw_1_jpg.rf.dabeec130f46a0ed64b7181f627e80b4.jpg;```json [172, 265, 270, 351] ```;[172, 265, 270, 351];[403, 259, 475.14, 299];0.0
89;data/roboflow/hammer_9_jpg.rf.ae9639e7c8ea7a8f852d0d0c52054069.jpg;```json [531, 570, 573, 855] ```;[531, 570, 573, 855];[567, 502, 948.6700000000001, 586.17];0.0022050930198444
90;data/roboflow/wrench_7_jpg.rf.d641a5052e86bd3f20db3e0a60202807.jpg;```json [300, 359, 522, 693] ```;[300, 359, 522, 693];[111, 80, 306.25, 168.5];0.0
91;data/roboflow/wacker_9_jpg.rf.1ca5109d13dd10dc9dff8247d6651c6d.jpg;```json [492, 669, 541, 713] ```;[492, 669, 541, 713];[1194, 696, 1219, 710];0.0
92;data/roboflow/wacker_7_jpg.rf.70fd0164c6c486da49500c41f7938930.jpg;Here are the bounding box detections: ```json [ {box_2d: [693, 116, 733, 156], label: button} ] ``` Based on the image, the best placement for the pad of the index finger to grasp the weed wacker is on the orange handle, specifically near the button. Here's the bounding box in JSON format: ```json [703, 80, 733, 136] ```;[703, 80, 733, 136];[47, 236, 64.22, 246];0.0
93;data/roboflow/wacker_12_jpg.rf.6e0fca0ef35537788d49e48c6aadcb74.jpg;```json [589, 102, 742, 253] ```;[589, 102, 742, 253];[985, 698, 1032.5, 719.25];0.0
94;data/roboflow/glue_11_jpg.rf.70118f43562387f2c89ace63f2c4dd9e.jpg;```json [541, 427, 659, 515] ```;[541, 427, 659, 515];[608, 665, 721.75, 735];0.0
95;data/roboflow/wacker_18_jpg.rf.8860d00066a92ef5c0ab20cd5f7352ba.jpg;```json [202, 574, 414, 670] ```;[202, 574, 414, 670];[739, 188, 757.75, 206.75];0.0
96;data/roboflow/glue_12_jpg.rf.c0123478d172c7a1a85ab00b021bc6c1.jpg;```json [536, 677, 680, 790] ```;[536, 677, 680, 790];[194, 318, 232.19, 350.27];0.0
97;data/roboflow/glue_1_jpg.rf.da77fbeb1a8f03ddfd89710b581a10aa.jpg;```json [623, 387, 746, 487] ```;[623, 387, 746, 487];[237, 326, 278.5, 416];0.0
98;data/roboflow/wacker_8_jpg.rf.4681371591f966572891d1617b75503a.jpg;I'm unable to accurately identify the optimal placement of a finger pad on the weed wacker. My analysis is limited to object recognition, and I can't provide the detailed biomechanical assessment needed for such a task.;;[297, 267, 322, 285.64];No predicted bbox found.
99;data/roboflow/drill_5_jpg.rf.ce91003ea2dbd3846b483be0452e5f5a.jpg;```json [740, 349, 786, 434] ```;[740, 349, 786, 434];[184, 138, 193.47, 153.52];0.0
100;data/roboflow/solder_2_jpg.rf.33e64abc8c3f90f08df71b0827cdae07.jpg;```json [394, 484, 562, 715] ```;[394, 484, 562, 715];[215, 161, 269.65999999999997, 203.32999999999998];0.0
101;data/roboflow/wrench_5_jpg.rf.779c6debdb052cede0d2543998297605.jpg;```json [437, 412, 548, 602] ```;[437, 412, 548, 602];[245, 544, 909, 695];0.05602353023077726
102;data/roboflow/drill_15_jpg.rf.cf5a361374a6941061ada1024ee8a0ef.jpg;```json [551, 561, 668, 654] ```;[551, 561, 668, 654];[534, 389, 583.17, 475.65999999999997];0.0
103;data/roboflow/allen_10_jpg.rf.f22ee109908456d2820f51f610f46529.jpg;```json [107, 379, 466, 940] ```;[107, 379, 466, 940];[227, 303, 934.5, 410.5];0.02789090003121217
104;data/roboflow/wrench_13_jpg.rf.4caf9cd8b49890ef93a1c00ce41e08ee.jpg;```json [675, 462, 795, 644] ```;[675, 462, 795, 644];[108, 76, 138, 137.48];0.0
105;data/roboflow/nail_13_jpg.rf.1f0041024e3f62229e34450ab961ebf1.jpg;```json [603, 559, 701, 619] ```;[603, 559, 701, 619];[258, 219, 268, 237];0.0
106;data/roboflow/solder_9_jpg.rf.5cee98ab2544208a4c02239bf354b2a5.jpg;```json [383, 321, 680, 658] ```;[383, 321, 680, 658];[218, 157, 403.84000000000003, 284.08];0.0
107;data/roboflow/nail_11_jpg.rf.c6410dd7af2bad845d6cabc69b20f5b6.jpg;```json [558, 598, 632, 677] ```;[558, 598, 632, 677];[690, 348, 718.12, 384.87];0.0
108;data/roboflow/glue_5_jpg.rf.74127088b07faf53064c99c5a1c9729f.jpg;```json [399, 384, 555, 498] ```;[399, 384, 555, 498];[1002, 614, 1071, 791];0.0
109;data/roboflow/allen_17_jpg.rf.4abd1e9438888b7b74a5d25c9c14f57f.jpg;```json [367, 430, 572, 783] ```;[367, 430, 572, 783];[299, 239, 438.5, 337.5];0.0
110;data/roboflow/saw_3_jpg.rf.00ac9c7738eca4db89990d955e913c97.jpg;```json [377, 407, 440, 454] ```;[377, 407, 440, 454];[362, 178, 396.17, 223];0.0
111;data/roboflow/saw_15_jpg.rf.d95aa641412a788141d574db07c90dc0.jpg;```json [123, 660, 285, 765] ```;[123, 660, 285, 765];[415, 165, 446.5, 225.5];0.0
112;data/roboflow/allen_12_jpg.rf.d2442148d7fb66f0c553106bd546fde5.jpg;```json [293, 510, 659, 804] ```;[293, 510, 659, 804];[128, 61, 168.55, 125.31];0.0
