img_id; img_path                                                                     ; pred_bboxes                                                                                                                                                                                      ; target_bboxes                                                                                                                             ; ious                                                           ; prompts
    10; grasp_vlm_dataset/darts4_jpg.rf.e185762bf6904ef83bb9ff868a62c979.jpg         ; {'index': [0.43270245361328125, 0.4912535400390625, 0.6047095336914062, 0.53856298828125], 'thumb': [0.43270245361328125, 0.4912535400390625, 0.6047095336914062, 0.53856298828125]}             ; {'index': {'x_1': 0.451, 'y_1': 0.491, 'x_2': 0.5575, 'y_2': 0.5035}, 'thumb': {'x_1': 0.455, 'y_1': 0.518, 'x_2': 0.556, 'y_2': 0.5325}} ; {'index': 0.15974500227101054, 'thumb': 0.17996794992570453}   ; [['Where the index finger goes on the dart'], ['Where the thumb finger goes on the dart']]
    11; grasp_vlm_dataset/bowl_ball9_jpg.rf.0a63e27d943cccfc0fc830f2e4e163af.jpg     ; {'index': [0.16298434448242188, 0.14908543395996093, 0.888450439453125, 0.7582107543945312], 'thumb': [0.16298434448242188, 0.14908543395996093, 0.888450439453125, 0.7582107543945312]}         ; {'thumb': {'x_1': 0.067, 'y_1': 0.521, 'x_2': 0.1485, 'y_2': 0.628}, 'index': {'x_1': 0.618, 'y_1': 0.629, 'x_2': 0.7445, 'y_2': 0.7465}} ; {'index': 0.03363602131305929, 'thumb': 0.0}                   ; [['Where the index finger goes on the bowling ball'], ['Where the thumb finger goes on the bowling ball']]
    12; grasp_vlm_dataset/screwdriver_12_jpg.rf.ab37f13129d7e7b02a4ca26782785fb6.jpg ; {'hand': [0.4466102294921875, 0.052781726837158205, 0.5594195556640625, 0.6456917724609375]}                                                                                                     ; {'handle': {'x_1': 0.463, 'y_1': 0.054, 'x_2': 0.5435, 'y_2': 0.4915}}                                                                    ; {'hand': 0.526550614553795}                                    ; [['Where an entire hand can grab the screwdriver safely']]
    13; grasp_vlm_dataset/drill_4_jpg.rf.eee2451241d6df5a9586a83792685b3c.jpg        ; {'index': [0.2541150360107422, 0.23897491455078124, 0.9547937622070313, 0.984669677734375]}                                                                                                      ; {'index': {'x_1': 0.45, 'y_1': 0.369, 'x_2': 0.5025, 'y_2': 0.39}}                                                                        ; {'index': 0.0021100783095605686}                               ; [['Where the index finger can press on the power drill safely']]
    14; grasp_vlm_dataset/allen_19_jpg.rf.864dd896f0a038dd96e4470bcfd91f6c.jpg       ; {'hand': [0.2785802307128906, 0.3454988708496094, 0.8036865234375, 0.6352119750976563]}                                                                                                          ; {'handle': {'x_1': 0.28, 'y_1': 0.361, 'x_2': 0.6515, 'y_2': 0.632}}                                                                      ; {'hand': 0.6617786417373912}                                   ; [['Where an entire hand can grab the allen key safely']]
    15; grasp_vlm_dataset/bolt_cutters5_jpeg.rf.dfd7e7d9d37af37ca6e0f3ff9c35b7fe.jpg ; {'left': [0.47153564453125, 0.11300006103515625, 0.6704940185546875, 0.8619003295898438], 'right': [0.48139553833007814, 0.0880465087890625, 0.6591773681640625, 0.8367127685546875]}            ; {'right': {'x_1': 0.581, 'y_1': 0.057, 'x_2': 0.656, 'y_2': 0.222}, 'left': {'x_1': 0.331, 'y_1': 0.01, 'x_2': 0.425, 'y_2': 0.1925}}     ; {'left': 0.0, 'right': 0.07418355658798828}                    ; [['Where the entire left hand can grab the bolt cutters safely'], ['Where the entire right hand can grab the bolt cutters safely near the green star']]
    16; grasp_vlm_dataset/bot_rnd4_jpg.rf.76c8799a9e03f401270000dc4691e1e3.jpg       ; {'hand': [0.16372735595703125, 0.014354944229125977, 0.9109808959960938, 0.7592720947265625]}                                                                                                    ; {'handle': {'x_1': 0.409, 'y_1': 0.701, 'x_2': 0.537, 'y_2': 0.815}}                                                                      ; {'hand': 0.013230147036504176}                                 ; [['Where an entire hand can grab the bottom drawer with a round handle safely']]
    17; grasp_vlm_dataset/wrench_8_jpg.rf.adc939651c9fb5bc06b5fc7b898bdcc0.jpg       ; {'hand': [0.11339452362060547, 0.11346867370605469, 0.8613964233398438, 0.8611585693359375]}                                                                                                     ; {'handle': {'x_1': 0.173, 'y_1': 0.18, 'x_2': 0.894, 'y_2': 0.821}}                                                                       ; {'hand': 0.7605707227859052}                                   ; [['Where an entire hand can grab the wrench safely']]
    18; grasp_vlm_dataset/wrench_13_jpg.rf.40b1fa117433ca5a119417d93bb81c0f.jpg      ; {'hand': [0.30113140869140625, 0.15082489013671874, 0.653184326171875, 0.8046187744140625]}                                                                                                      ; {'handle': {'x_1': 0.458, 'y_1': 0.301, 'x_2': 0.6465, 'y_2': 0.795}}                                                                     ; {'hand': 0.4045661121823705}                                   ; [['Where an entire hand can grab the wrench safely']]
    19; grasp_vlm_dataset/wrench_16_jpg.rf.12243ea8b26ceccdd1e8319ebcf2e0f0.jpg      ; {'hand': [0.11303121948242187, 0.2747098083496094, 0.8620653076171875, 0.7373406372070312]}                                                                                                      ; {'handle': {'x_1': 0.27, 'y_1': 0.277, 'x_2': 0.863, 'y_2': 0.6205}}                                                                      ; {'hand': 0.5863514486779574}                                   ; [['Where an entire hand can grab the wrench safely']]
    20; grasp_vlm_dataset/wrench_1_jpg.rf.7d53a6ddd00fecc434ec65c123a93f3d.jpg       ; {'hand': [0.06321890640258788, 0.27878399658203123, 0.8117075805664062, 0.7275671997070312]}                                                                                                     ; {'handle': {'x_1': 0.427, 'y_1': 0.441, 'x_2': 0.975, 'y_2': 0.7015}}                                                                     ; {'hand': 0.2648095305677953}                                   ; [['Where an entire hand can grab the wrench safely']]
    21; grasp_vlm_dataset/drill_10_jpg.rf.630a7c5082ccf4850afde2ebfcc67798.jpg       ; {'index': [0.3322801208496094, 0.18280210876464845, 0.6654956665039062, 0.47926092529296876]}                                                                                                    ; {'index': {'x_1': 0.466, 'y_1': 0.406, 'x_2': 0.4885, 'y_2': 0.4695}}                                                                     ; {'index': 0.014463274150262483}                                ; [['Where the index finger can press on the power drill safely']]
    22; grasp_vlm_dataset/rnd_door13_jpg.rf.ae363c424ddbf2d4d88e5f2b6f4efdb8.jpg     ; {'hand': [0.4248792724609375, 0.41459829711914065, 0.6279224853515625, 0.6376094970703124]}                                                                                                      ; {'handle': {'x_1': 0.423, 'y_1': 0.417, 'x_2': 0.6295, 'y_2': 0.638}}                                                                     ; {'hand': 0.9711455190977147}                                   ; [['Where an entire hand can grab the door with a round handle safely']]
    23; grasp_vlm_dataset/glue_15_jpg.rf.6a95976744a461ee77b747f9e9c0ea1d.jpg        ; {'index': [0.0941256332397461, 0.08853235626220703, 0.8358744506835938, 0.831928955078125]}                                                                                                      ; {'index': {'x_1': 0.53, 'y_1': 0.55, 'x_2': 0.576, 'y_2': 0.692}}                                                                         ; {'index': 0.011845918590393321}                                ; [['Where the index finger can press on the glue gun safely']]
    24; grasp_vlm_dataset/nail_16_jpg.rf.1b707bdb9c03991344eda63f6f11fb61.jpg        ; {'index': [0.11365263366699219, 0.16431692504882814, 0.8611814575195312, 0.9099721069335938]}                                                                                                    ; {'index': {'x_1': 0.451, 'y_1': 0.348, 'x_2': 0.512, 'y_2': 0.4}}                                                                         ; {'index': 0.005690719705719609}                                ; [['Where the index finger can press on the nail gun safely']]
    25; grasp_vlm_dataset/syringe17_jpg.rf.390c0d625bb7b8c6d48f8c95621bc59f.jpg      ; {'index': [0.22735408020019532, 0.1923106689453125, 0.96182861328125, 0.7725965576171875], 'thumb': [0.2260738830566406, 0.19367425537109376, 0.961785888671875, 0.7709205932617188]}            ; {'thumb': {'x_1': 0.048, 'y_1': 0.124, 'x_2': 0.102, 'y_2': 0.214}, 'index': {'x_1': 0.233, 'y_1': 0.206, 'x_2': 0.334, 'y_2': 0.393}}    ; {'index': 0.04431433423098021, 'thumb': 0.0}                   ; [['Where the index finger goes on the syringe'], ['Where the thumb finger goes on the syringe']]
    26; grasp_vlm_dataset/bowl_ball5_jpg.rf.892f5a31c5b2fbe2c81bc9fe8b886e36.jpg     ; {'index': [0.4841462097167969, 0.0638438720703125, 0.9525592041015625, 0.71283740234375], 'thumb': [0.48429623413085937, 0.06385810470581055, 0.953609130859375, 0.7123607788085937]}            ; {'thumb': {'x_1': 0.554, 'y_1': 0.366, 'x_2': 0.618, 'y_2': 0.4735}, 'index': {'x_1': 0.57, 'y_1': 0.084, 'x_2': 0.673, 'y_2': 0.1495}}   ; {'index': 0.022192653008788747, 'thumb': 0.02260550316340843}  ; [['Where the index finger goes on the bowling ball'], ['Where the thumb finger goes on the bowling ball']]
    27; grasp_vlm_dataset/chainsaw7_jpg.rf.565275ec50efa4026e4e90232c1f2e30.jpg      ; {'left': [0.44415304565429686, 0.7431487426757812, 0.687474853515625, 0.9314352416992188], 'right': [0.1985882568359375, 0.13885374450683594, 0.8556436767578125, 0.8861441040039062]}           ; {'left': {'x_1': 0.32, 'y_1': 0.417, 'x_2': 0.898, 'y_2': 0.6315}, 'right': {'x_1': 0.536, 'y_1': 0.741, 'x_2': 0.6825, 'y_2': 0.9265}}   ; {'left': 0.0, 'right': 0.042790528020061794}                   ; [['Where the entire left hand can grab the chainsaw safely'], ['Where the entire right hand can grab the chainsaw safely near the green star']]
    28; grasp_vlm_dataset/allen_11_jpg.rf.2b8fb086f4e451a865876d6fc703212d.jpg       ; {'hand': [0.319296875, 0.06301450729370117, 0.8715910034179688, 0.8112809448242188]}                                                                                                             ; {'handle': {'x_1': 0.329, 'y_1': 0.06, 'x_2': 0.761, 'y_2': 0.174}}                                                                       ; {'hand': 0.1156529939930853}                                   ; [['Where an entire hand can grab the allen key safely']]
    29; grasp_vlm_dataset/bolt_cutters15_jpeg.rf.ef42d9509414ad9c8a4903f9dca0cd5b.jpg; {'left': [0.03739419555664063, 0.47769937133789064, 0.17180690002441407, 0.5789164428710938], 'right': [0.1529303283691406, 0.06313874816894531, 0.7973486938476563, 0.8057933959960938]}        ; {'right': {'x_1': 0.703, 'y_1': 0.052, 'x_2': 0.82, 'y_2': 0.241}, 'left': {'x_1': 0.228, 'y_1': 0.053, 'x_2': 0.3335, 'y_2': 0.2325}}    ; {'left': 0.0, 'right': 0.03467772195602358}                    ; [['Where the entire left hand can grab the bolt cutters safely near the green star'], ['Where the entire right hand can grab the bolt cutters safely']]
    30; grasp_vlm_dataset/multimeter12_jpg.rf.3dd21ca931f46f4f909297646de2c6c1.jpg   ; {'left': [0.16606678771972655, 0.21671365356445313, 0.907327880859375, 0.9610767822265625], 'right': [0.16606678771972655, 0.21671365356445313, 0.907327880859375, 0.9610767822265625]}          ; {'left': {'x_1': 0.167, 'y_1': 0.649, 'x_2': 0.232, 'y_2': 0.884}, 'right': {'x_1': 0.235, 'y_1': 0.645, 'x_2': 0.3025, 'y_2': 0.8825}}   ; {'left': 0.027683765419821708, 'right': 0.029054361007300595}  ; [['Where the entire left hand can grab the multimeter with red and black leads safely near the green star'], ['Where the entire right hand can grab the multimeter with red and black leads safely']]
    31; grasp_vlm_dataset/top_rnd5_jpg.rf.d99c25f8f9c36e5930a8492b0d5b5a7d.jpg       ; {'hand': [0.11319448852539063, 0.5678655395507812, 0.8612913208007813, 0.9982855224609375]}                                                                                                      ; {'handle': {'x_1': 0.508, 'y_1': 0.3, 'x_2': 0.643, 'y_2': 0.419}}                                                                        ; {'hand': 0.0}                                                  ; [['Where an entire hand can grab the top drawer with a round handle safely']]
    32; grasp_vlm_dataset/wacker_4_jpg.rf.15a736a71eeb7d9dfdbb844dd9933428.jpg       ; {'index': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                                  ; {'index': {'x_1': 0.485, 'y_1': 0.539, 'x_2': 0.505, 'y_2': 0.58}}                                                                        ; {'index': 0.0}                                                 ; [['Where the index finger can press on the weed wacker safely']]
    33; grasp_vlm_dataset/darts19_jpg.rf.6029ff9335d6fa4f90a81125412346d8.jpg        ; {'index': [0.0, 0.05876288604736328, 0.5620425415039062, 0.5606300659179687], 'thumb': [0.0, 0.05876288604736328, 0.5620425415039062, 0.5606300659179687]}                                       ; {'index': {'x_1': 0.0, 'y_1': 0.291, 'x_2': 0.4265, 'y_2': 0.467}, 'thumb': {'x_1': 0.0, 'y_1': 0.415, 'x_2': 0.409, 'y_2': 0.537}}       ; {'index': 0.26611767403371356, 'thumb': 0.1768989089168475}    ; [['Where the index finger goes on the dart'], ['Where the thumb finger goes on the dart']]
    34; grasp_vlm_dataset/nail_5_jpg.rf.c77e61420f71cf91da10ed3daf640b89.jpg         ; {'index': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                                  ; {'index': {'x_1': 0.473, 'y_1': 0.356, 'x_2': 0.525, 'y_2': 0.4265}}                                                                      ; {'index': 0.0}                                                 ; [['Where the index finger can press on the nail gun safely']]
    35; grasp_vlm_dataset/saw_3_jpg.rf.ad4e2276b34ec00dab9465a14fd8f064.jpg          ; {'index': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                                  ; {'index': {'x_1': 0.405, 'y_1': 0.181, 'x_2': 0.443, 'y_2': 0.2265}}                                                                      ; {'index': 0.0}                                                 ; [['Where the index finger can press on the circular saw safely']]
    36; grasp_vlm_dataset/allen_7_jpg.rf.ff74d1c9a007a8178cb3005e132148c2.jpg        ; {'hand': [0.11386792755126954, 0.11300103759765626, 0.8592039184570313, 0.8608082275390625]}                                                                                                     ; {'handle': {'x_1': 0.689, 'y_1': 0.035, 'x_2': 0.976, 'y_2': 0.511}}                                                                      ; {'hand': 0.1081711981661264}                                   ; [['Where an entire hand can grab the allen key safely']]
    37; grasp_vlm_dataset/allen_12_jpg.rf.6cdaf4594425e8dc2a1050bb4332f572.jpg       ; {'hand': [0.09062893676757812, 0.22550123596191407, 0.8288903198242188, 0.9483745727539062]}                                                                                                     ; {'handle': {'x_1': 0.474, 'y_1': 0.285, 'x_2': 0.813, 'y_2': 0.885}}                                                                      ; {'hand': 0.3811347878503398}                                   ; [['Where an entire hand can grab the allen key safely']]
    38; grasp_vlm_dataset/bow12_jpg.rf.e8b52a7a2257a75f75559a30a57710f2.jpg          ; {'index': [0.0, 0.0, 0.0, 0.0], 'thumb': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                   ; {'thumb': {'x_1': 0.495, 'y_1': 0.556, 'x_2': 0.564, 'y_2': 0.6215}, 'index': {'x_1': 0.454, 'y_1': 0.488, 'x_2': 0.5995, 'y_2': 0.578}}  ; {'index': 0.0, 'thumb': 0.0}                                   ; [['Where the index finger goes on the violin bow'], ['Where the thumb finger goes on the violin bow']]
    39; grasp_vlm_dataset/darts5_jpg.rf.3161a212cec39eb6bc2399b195e56925.jpg         ; {'index': [0.24420564270019532, 0.149940185546875, 0.679435791015625, 0.8637003173828125], 'thumb': [0.24420564270019532, 0.149940185546875, 0.679435791015625, 0.8637003173828125]}             ; {'index': {'x_1': 0.411, 'y_1': 0.401, 'x_2': 0.5875, 'y_2': 0.714}, 'thumb': {'x_1': 0.369, 'y_1': 0.42, 'x_2': 0.553, 'y_2': 0.7165}}   ; {'index': 0.1778352254850053, 'thumb': 0.1756189043535547}     ; [['Where the index finger goes on the dart'], ['Where the thumb finger goes on the dart']]
    40; grasp_vlm_dataset/scissors7_jpg.rf.68511979cb77432f90a047d4950ef71b.jpg      ; {'index': [0.13951988220214845, 0.13875447082519532, 0.8850798950195312, 0.886735107421875], 'thumb': [0.13951988220214845, 0.13875447082519532, 0.8850798950195312, 0.886735107421875]}         ; {'thumb': {'x_1': 0.337, 'y_1': 0.617, 'x_2': 0.5125, 'y_2': 0.8375}, 'index': {'x_1': 0.653, 'y_1': 0.346, 'x_2': 0.931, 'y_2': 0.4975}} ; {'index': 0.062272006120856684, 'thumb': 0.06939253486797506}  ; [['Where the index finger goes on the pair of scissors'], ['Where the thumb finger goes on the pair of scissors']]
    41; grasp_vlm_dataset/syringe5_jpg.rf.6e7c490c52e71c8a2910186668410100.jpg       ; {'index': [0.09894414520263672, 0.21619770812988282, 0.637017578125, 0.8434938354492187], 'thumb': [0.09894414520263672, 0.21619770812988282, 0.637017578125, 0.8434938354492187]}               ; {'thumb': {'x_1': 0.099, 'y_1': 0.712, 'x_2': 0.173, 'y_2': 0.841}, 'index': {'x_1': 0.257, 'y_1': 0.475, 'x_2': 0.3875, 'y_2': 0.665}}   ; {'index': 0.0734598363850927, 'thumb': 0.028281814806698707}   ; [['Where the index finger goes on the syringe'], ['Where the thumb finger goes on the syringe']]
    42; grasp_vlm_dataset/nail_14_jpg.rf.01faa7e4df07e73a9209715b8b0604a1.jpg        ; {'index': [0.2533421020507812, 0.06431639099121093, 0.9155369262695312, 0.8032178955078125]}                                                                                                     ; {'index': {'x_1': 0.491, 'y_1': 0.576, 'x_2': 0.5085, 'y_2': 0.647}}                                                                      ; {'index': 0.0025393587739534944}                               ; [['Where the index finger can press on the nail gun safely']]
    43; grasp_vlm_dataset/allen_15_jpg.rf.3a8e49f7d79525555e5345172c0a6fdc.jpg       ; {'hand': [0.012933611869812012, 0.38306332397460935, 0.7620936889648438, 0.6199003295898438]}                                                                                                    ; {'handle': {'x_1': 0.143, 'y_1': 0.55, 'x_2': 0.8555, 'y_2': 0.619}}                                                                      ; {'hand': 0.23231939228610796}                                  ; [['Where an entire hand can grab the allen key safely']]
    44; grasp_vlm_dataset/bow10_jpg.rf.7b0c0a1dbb49bcc05dbd41266865bb3c.jpg          ; {'index': [0.0, 0.0, 0.0, 0.0], 'thumb': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                   ; {'thumb': {'x_1': 0.632, 'y_1': 0.37, 'x_2': 0.764, 'y_2': 0.4375}, 'index': {'x_1': 0.672, 'y_1': 0.309, 'x_2': 0.8215, 'y_2': 0.4035}}  ; {'index': 0.0, 'thumb': 0.0}                                   ; [['Where the index finger goes on the violin bow'], ['Where the thumb finger goes on the violin bow']]
    45; grasp_vlm_dataset/drill_13_jpg.rf.b425d89333a4fa0b054d630a47a1e2d2.jpg       ; {'index': [0.0484447021484375, 0.013370060920715332, 0.7198157348632812, 0.7527911376953125]}                                                                                                    ; {'index': {'x_1': 0.26, 'y_1': 0.256, 'x_2': 0.3585, 'y_2': 0.3275}}                                                                      ; {'index': 0.014186911107086258}                                ; [['Where the index finger can press on the power drill safely']]
    46; grasp_vlm_dataset/rnd_door5_jpg.rf.86400b399cc7de6b5d66efc944defff8.jpg      ; {'hand': [0.7182239990234375, 0.4820217590332031, 0.7408372192382813, 0.5820925903320312]}                                                                                                       ; {'handle': {'x_1': 0.49, 'y_1': 0.483, 'x_2': 0.654, 'y_2': 0.5975}}                                                                      ; {'hand': 0.0}                                                  ; [['Where an entire hand can grab the door with a round handle safely']]
    47; grasp_vlm_dataset/scissors5_jpg.rf.c74dc93ab50a1d0208a89cd3722c9260.jpg      ; {'index': [0.1740586395263672, 0.21355314636230469, 0.7654412841796875, 0.8012220458984375], 'thumb': [0.1740586395263672, 0.21355314636230469, 0.7654412841796875, 0.8012220458984375]}         ; {'thumb': {'x_1': 0.496, 'y_1': 0.249, 'x_2': 0.592, 'y_2': 0.3545}, 'index': {'x_1': 0.563, 'y_1': 0.294, 'x_2': 0.7385, 'y_2': 0.4815}} ; {'index': 0.09468411190896425, 'thumb': 0.029142205064812583}  ; [['Where the index finger goes on the pair of scissors'], ['Where the thumb finger goes on the pair of scissors']]
    48; grasp_vlm_dataset/vertical_bar10_jpg.rf.892b0af2cbd734c1b2004634872aabe9.jpg ; {'hand': [0.7936466064453125, 0.5325333862304688, 0.8852031860351562, 0.590834228515625]}                                                                                                        ; {'handle': {'x_1': 0.678, 'y_1': 0.635, 'x_2': 0.693, 'y_2': 0.7075}}                                                                     ; {'hand': 0.0}                                                  ; [['Where an entire hand can grab the door with a vertical bar handle safely']]
    49; grasp_vlm_dataset/bow14_jpg.rf.71a2fd2cd2d1b27c38de9cab4531960f.jpg          ; {'index': [0.0, 0.0, 0.0, 0.0], 'thumb': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                   ; {'thumb': {'x_1': 0.802, 'y_1': 0.826, 'x_2': 0.8305, 'y_2': 0.8645}, 'index': {'x_1': 0.761, 'y_1': 0.78, 'x_2': 0.8245, 'y_2': 0.8465}} ; {'index': 0.0, 'thumb': 0.0}                                   ; [['Where the index finger goes on the violin bow'], ['Where the thumb finger goes on the violin bow']]
    50; grasp_vlm_dataset/wrench_18_jpg.rf.3779a58974b8e8d42f400c972f63d19f.jpg      ; {'hand': [0.19264619445800782, 0.09012391662597656, 0.9307179565429687, 0.837092041015625]}                                                                                                      ; {'handle': {'x_1': 0.464, 'y_1': 0.439, 'x_2': 0.904, 'y_2': 0.903}}                                                                      ; {'hand': 0.3018366274447895}                                   ; [['Where an entire hand can grab the wrench safely']]
    51; grasp_vlm_dataset/saw_0_jpg.rf.381ff29e5ee50ca947c0e35bd4b95b51.jpg          ; {'index': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                                  ; {'index': {'x_1': 0.565, 'y_1': 0.517, 'x_2': 0.6185, 'y_2': 0.5385}}                                                                     ; {'index': 0.0}                                                 ; [['Where the index finger can press on the circular saw safely']]
    52; grasp_vlm_dataset/can_opener6_jpg.rf.777c939aade535d2616ce8e342c68124.jpg    ; {'left': [0.13851365661621093, 0.24337916564941406, 0.8867499389648438, 0.8363367919921875], 'right': [0.13851365661621093, 0.24337916564941406, 0.8867499389648438, 0.8363367919921875]}        ; {'right': {'x_1': 0.343, 'y_1': 0.256, 'x_2': 0.99, 'y_2': 0.6965}, 'left': {'x_1': 0.01, 'y_1': 0.469, 'x_2': 0.3955, 'y_2': 0.6915}}    ; {'left': 0.12107451484898238, 'right': 0.489665458827517}      ; [['Where the entire left hand can grab the can opener safely'], ['Where the entire right hand can grab the can opener safely near the green star']]
    53; grasp_vlm_dataset/bow19_jpg.rf.fc7fd883059b9dacac8880199c665405.jpg          ; {'index': [0.0, 0.0, 0.0, 0.0], 'thumb': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                   ; {'thumb': {'x_1': 0.188, 'y_1': 0.649, 'x_2': 0.267, 'y_2': 0.7585}, 'index': {'x_1': 0.214, 'y_1': 0.549, 'x_2': 0.337, 'y_2': 0.7605}}  ; {'index': 0.0, 'thumb': 0.0}                                   ; [['Where the index finger goes on the violin bow'], ['Where the thumb finger goes on the violin bow']]
    54; grasp_vlm_dataset/drill_12_jpg.rf.058fccbb5c588d8a9dfaa38635260228.jpg       ; {'index': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                                  ; {'index': {'x_1': 0.456, 'y_1': 0.469, 'x_2': 0.5025, 'y_2': 0.508}}                                                                      ; {'index': 0.0}                                                 ; [['Where the index finger can press on the power drill safely']]
    55; grasp_vlm_dataset/syringe10_jpg.rf.3d523bd81dc1d15dc827aa424ed51584.jpg      ; {'index': [0.0, 0.0, 0.0, 0.0], 'thumb': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                   ; {'thumb': {'x_1': 0.578, 'y_1': 0.787, 'x_2': 0.675, 'y_2': 0.8095}, 'index': {'x_1': 0.56, 'y_1': 0.596, 'x_2': 0.6905, 'y_2': 0.617}}   ; {'index': 0.0, 'thumb': 0.0}                                   ; [['Where the index finger goes on the syringe'], ['Where the thumb finger goes on the syringe']]
