img_id;text_output;pred_bbox;target_bbox;iou
48;```json\n [17, 20, 187, 465]\n ```;[17.0, 20.0, 187.0, 465.0];[33, 32, 119.25, 113.75];0.09320472571050892
49;```json\n [260,290,368,410]\n ```;[260.0, 290.0, 368.0, 410.0];[138, 233, 180.5, 382.16999999999996];0.0
50;```json\n [167,166,517,526]\n ```;[167.0, 166.0, 517.0, 526.0];[50, 55, 117.96, 94.07];0.0
51;```json\n [399, 399, 431, 429]\n ```;[399.0, 399.0, 431.0, 429.0];[935, 765, 986.25, 811.25];0.0
52;```json\n [312,488,362,542]\n ```;[312.0, 488.0, 362.0, 542.0];[357, 221, 377.71, 232.43];0.0
53;```json\n [275,383,338,460]\n ```;[275.0, 383.0, 338.0, 460.0];[104, 66, 116.96000000000001, 85.26];0.0
54;```json\n [70,645,125,728]\n ```;[70.0, 645.0, 125.0, 728.0];[244, 42, 267.12, 47.31];0.0
55;```json\n [487,376,560,485]\n ```;[487.0, 376.0, 560.0, 485.0];[646, 437, 661, 509.15];0.0
56;```json\n [467, 500, 568, 963]\n ```;[467.0, 500.0, 568.0, 963.0];[112, 107, 218.48000000000002, 129.03];0.0
57;```json\n [150,270,300,808]\n ```;[150.0, 270.0, 300.0, 808.0];[102, 68, 284.31, 143.76999999999998];0.0
58;```json\n [483,384,536,440]\n ```;[483.0, 384.0, 536.0, 440.0];[335, 351, 364.5, 384];0.0
59;```json\n [330,310,928,928]\n ```;[330.0, 310.0, 928.0, 928.0];[545, 478, 898.5699999999999, 778];0.2870165925252459
60;```json\n [225,790,272,848]\n ```;[225.0, 790.0, 272.0, 848.0];[784, 209, 804.62, 249];0.0
61;```json\n [166, 78, 502, 650]\n ```;[166.0, 78.0, 502.0, 650.0];[44, 73, 115.48, 128.56];0.0
62;```json\n [569,604,891,896]\n ```;[569.0, 604.0, 891.0, 896.0];[597, 403, 914.86, 761.5699999999999];0.286537903079048
63;```json\n [454,290,489,346]\n ```;[454.0, 290.0, 489.0, 346.0];[217, 522, 252.82999999999998, 535.33];0.0
64;```json\n [248,117,732,890]\n ```;[248.0, 117.0, 732.0, 890.0];[142, 170, 555.5, 423.5];0.1943906903439625
65;```json\n [452,722,481,758]\n ```;[452.0, 722.0, 481.0, 758.0];[898, 582, 937, 597];0.0
66;```json\n [37,428,214,516]\n ```;[37.0, 428.0, 214.0, 516.0];[173, 17, 204.34, 68.33];0.0
67;```json\n [455, 486, 556, 917]\n ```;[455.0, 486.0, 556.0, 917.0];[523, 512, 976.3399999999999, 595.33];0.035004612812352016
68;```json\n [252,681,401,988]\n ```;[252.0, 681.0, 401.0, 988.0];[913, 300, 1244, 540];0.0
69;```json\n [479,428,947,536]\n ```;[479.0, 428.0, 947.0, 536.0];[127, 195, 168.32999999999998, 383.66999999999996];0.0
70;```json\n [456,593,648,949]\n ```;[456.0, 593.0, 648.0, 949.0];[1590, 775, 2378.75, 1097.5];0.0
71;```json\n [16,368,576,688]\n ```;[16.0, 368.0, 576.0, 688.0];[101, 9, 166.70999999999998, 177.21];0.0
72;```json\n [180,458,231,518]\n ```;[180.0, 458.0, 231.0, 518.0];[585, 157, 631.43, 190.57];0.0
73;```json\n [78, 310, 170, 456]\n ```;[78.0, 310.0, 170.0, 456.0];[166, 119, 184.64, 147.64];0.0
74;```json\n [266,768,300,818]\n ```;[266.0, 768.0, 300.0, 818.0];[1135, 465, 1212.5, 493.75];0.0
75;```json\n [455, 376, 700, 718]\n ```;[455.0, 376.0, 700.0, 718.0];[288, 223, 398, 310.90999999999997];0.0
76;```json\n [66,119,428,539]\n ```;[66.0, 119.0, 428.0, 539.0];[47, 44, 132.34, 150.32999999999998];0.01306896052378656
77;```json\n [551,587,602,646]\n ```;[551.0, 587.0, 602.0, 646.0];[477, 357, 543, 372.5];0.0
78;```json\n [481,467,522,516]\n ```;[481.0, 467.0, 522.0, 516.0];[406, 334, 440.5, 356];0.0
79;```json\n [201, 491, 281, 693]\n ```;[201.0, 491.0, 281.0, 693.0];[496, 331, 566, 974];0.0
80;```json\n [582,602,637,662]\n ```;[582.0, 602.0, 637.0, 662.0];[1350, 723, 1400, 848];0.0
81;```json\n [396, 587, 462, 670]\n ```;[396.0, 587.0, 462.0, 670.0];[117, 135, 124.71, 145.83];0.0
82;```json\n [131, 588, 926, 726]\n ```;[131.0, 588.0, 926.0, 726.0];[118, 44, 141.96, 240.04];0.0
83;```json\n [469,420,701,649]\n ```;[469.0, 420.0, 701.0, 649.0];[263, 481, 347.37, 667.88];0.0
84;```json\n [667, 418, 791, 604]\n ```;[667.0, 418.0, 791.0, 604.0];[148, 111, 223.16, 135.38];0.0
85;```json\n [233,777,281,863]\n ```;[233.0, 777.0, 281.0, 863.0];[939, 253, 970.43, 305.85];0.0
86;```json\n [376,168,645,984]\n ```;[376.0, 168.0, 645.0, 984.0];[231, 208, 1251.63, 340.49];0.11169292000757661
87;```json\n [395, 506, 428, 552]\n ```;[395.0, 506.0, 428.0, 552.0];[138, 169, 153.28, 176.78];0.0
88;```json\n [180, 346, 232, 409]\n ```;[180.0, 346.0, 232.0, 409.0];[403, 259, 475.14, 299];0.0
89;```json\n [483,546,578,878]\n ```;[483.0, 546.0, 578.0, 878.0];[567, 502, 948.6700000000001, 586.17];0.006989037943813927
90;```json\n [102,68,762,988]\n ```;[102.0, 68.0, 762.0, 988.0];[111, 80, 306.25, 168.5];0.028457880434782607
91;```json\n [442,654,476,700]\n ```;[442.0, 654.0, 476.0, 700.0];[1194, 696, 1219, 710];0.0
92;```json\n [669, 88, 728, 156]\n ```;[669.0, 88.0, 728.0, 156.0];[47, 236, 64.22, 246];0.0
93;```json\n [384,530,419,577]\n ```;[384.0, 530.0, 419.0, 577.0];[985, 698, 1032.5, 719.25];0.0
94;```json\n [386,588,442,666]\n ```;[386.0, 588.0, 442.0, 666.0];[608, 665, 721.75, 735];0.0
95;```json\n [272,386,318,425]\n ```;[272.0, 386.0, 318.0, 425.0];[739, 188, 757.75, 206.75];0.0
96;```json\n [550,486,607,592]\n ```;[550.0, 486.0, 607.0, 592.0];[194, 318, 232.19, 350.27];0.0
97;```json\n [538,412,702,518]\n ```;[538.0, 412.0, 702.0, 518.0];[237, 326, 278.5, 416];0.0
98;```json\n [480,351,520,393]\n ```;[480.0, 351.0, 520.0, 393.0];[297, 267, 322, 285.64];0.0
99;```json\n [602,231,666,312]\n ```;[602.0, 231.0, 666.0, 312.0];[184, 138, 193.47, 153.52];0.0
100;```json\n [386,300,631,726]\n ```;[386.0, 300.0, 631.0, 726.0];[215, 161, 269.65999999999997, 203.32999999999998];0.0
101;```json\n [466,169,542,428]\n ```;[466.0, 169.0, 542.0, 428.0];[245, 544, 909, 695];0.0
102;```json\n [366,486,420,550]\n ```;[366.0, 486.0, 420.0, 550.0];[534, 389, 583.17, 475.65999999999997];0.0
103;```json\n [300,71,540,940]\n ```;[300.0, 71.0, 540.0, 940.0];[227, 303, 934.5, 410.5];0.09968462181180664
104;```json\n [162,460,808,646]\n ```;[162.0, 460.0, 808.0, 646.0];[108, 76, 138, 137.48];0.0
105;```json\n [363,430,418,476]\n ```;[363.0, 430.0, 418.0, 476.0];[258, 219, 268, 237];0.0
106;```json\n [262,326,680,860]\n ```;[262.0, 326.0, 680.0, 860.0];[218, 157, 403.84000000000003, 284.08];0.0
107;```json\n [428,619,479,680]\n ```;[428.0, 619.0, 479.0, 680.0];[690, 348, 718.12, 384.87];0.0
108;```json\n [186,566,260,660]\n ```;[186.0, 566.0, 260.0, 660.0];[1002, 614, 1071, 791];0.0
109;```json\n [340,430,579,791]\n ```;[340.0, 430.0, 579.0, 791.0];[299, 239, 438.5, 337.5];0.0
110;```json\n [101,360,160,442]\n ```;[101.0, 360.0, 160.0, 442.0];[362, 178, 396.17, 223];0.0
111;```json\n [106,333,180,433]\n ```;[106.0, 333.0, 180.0, 433.0];[415, 165, 446.5, 225.5];0.0
112;```json\n [291, 479, 876, 819]\n ```;[291.0, 479.0, 876.0, 819.0];[128, 61, 168.55, 125.31];0.0
113;```json\n [402,473,451,526]\n ```;[402.0, 473.0, 451.0, 526.0];[287, 188, 300.84, 217.23];0.0
114;```json\n [404,433,941,618]\n ```;[404.0, 433.0, 941.0, 618.0];[132, 222, 186.66, 361.33000000000004];0.0
115;```json\n [202, 387, 269, 480]\n ```;[202.0, 387.0, 269.0, 480.0];[135, 124, 146.04, 134.83];0.0
116;```json\n [376, 466, 453, 929]\n ```;[376.0, 466.0, 453.0, 929.0];[1160, 790, 1865, 946.67];0.0
117;```json\n [525,468,552,502]\n ```;[525.0, 468.0, 552.0, 502.0];[436, 646, 454, 695];0.0
118;```json\n [101, 100, 408, 174]\n ```;[101.0, 100.0, 408.0, 174.0];[141, 76, 565, 590];0.08944480660582356
119;```json\n [458,430,943,539]\n ```;[458.0, 430.0, 943.0, 539.0];[82, 120, 110.13, 244.38];0.0
120;```json\n [152,470,502,674]\n ```;[152.0, 470.0, 502.0, 674.0];[262, 66, 321.06, 157.56];0.0
121;```json\n [338,280,630,790]\n ```;[338.0, 280.0, 630.0, 790.0];[145, 134, 303.83000000000004, 225.17000000000002];0.0
122;```json\n [226,240,310,322]\n ```;[226.0, 240.0, 310.0, 322.0];[312, 307, 430, 393];0.0
123;```json\n [451,506,616,896]\n ```;[451.0, 506.0, 616.0, 896.0];[828, 337, 1453.83, 468.66999999999996];0.0
124;```json\n [210, 438, 286, 566]\n ```;[210.0, 438.0, 286.0, 566.0];[180, 222, 201, 234.5];0.0
125;```json\n [488,540,552,626]\n ```;[488.0, 540.0, 552.0, 626.0];[274, 240, 309.42, 259.16];0.0
126;```json\n [187,383,266,468]\n ```;[187.0, 383.0, 266.0, 468.0];[212, 109, 230.75, 138.59];0.0
127;```json\n [388,582,492,657]\n ```;[388.0, 582.0, 492.0, 657.0];[1243, 715, 1324.67, 1100];0.0
128;```json\n [230,650,272,709]\n ```;[230.0, 650.0, 272.0, 709.0];[626, 354, 660.16, 385.67];0.0
129;```json\n [300,170,343,229]\n ```;[300.0, 170.0, 343.0, 229.0];[394, 554, 459, 578];0.0
130;```json\n [386, 416, 457, 491]\n ```;[386.0, 416.0, 457.0, 491.0];[104, 98, 128.22, 123.31];0.0
131;```json\n [185,436,352,546]\n ```;[185.0, 436.0, 352.0, 546.0];[274, 116, 334.5, 321];0.0
132;```json\n [393,460,459,526]\n ```;[393.0, 460.0, 459.0, 526.0];[541, 673, 618.5, 783];0.0
133;```json\n [83,648,429,967]\n ```;[83.0, 648.0, 429.0, 967.0];[2092, 227, 2792, 817];0.0
134;```json\n [206,297,262,382]\n ```;[206.0, 297.0, 262.0, 382.0];[75, 77, 79.04, 100.23];0.0
135;```json\n [390, 358, 860, 863]\n ```;[390.0, 358.0, 860.0, 863.0];[340, 457, 728, 1025];0.4281604712548283
136;```json\n [286,369,342,440]\n ```;[286.0, 369.0, 342.0, 440.0];[75, 77, 80.65, 99.74];0.0
137;```json\n [378,587,420,660]\n ```;[378.0, 587.0, 420.0, 660.0];[491, 525, 545, 612];0.0
138;```json\n [78, 836, 115, 879]\n ```;[78.0, 836.0, 115.0, 879.0];[1705, 138, 1752.5, 170.5];0.0
139;```json\n [362,608,392,660]\n ```;[362.0, 608.0, 392.0, 660.0];[700, 374, 755.71, 390.43];0.0
140;```json\n [76, 365, 280, 521]\n ```;[76.0, 365.0, 280.0, 521.0];[68, 23, 104.46000000000001, 111.54];0.0
141;```json\n [290,179,348,262]\n ```;[290.0, 179.0, 348.0, 262.0];[217, 302, 251.5, 338];0.0
142;```json\n [414,259,572,870]\n ```;[414.0, 259.0, 572.0, 870.0];[119, 123, 331, 159.5];0.0
143;```json\n [439, 58, 634, 758]\n ```;[439.0, 58.0, 634.0, 758.0];[20, 132, 301.94, 196.5];0.0
144;```json\n [448,418,976,577]\n ```;[448.0, 418.0, 976.0, 577.0];[855, 885, 1151.67, 1825];0.0
145;```json\n [389, 468, 514, 957]\n ```;[389.0, 468.0, 514.0, 957.0];[127, 93, 208.48000000000002, 117.26];0.0
146;```json\n [387,258,541,543]\n ```;[387.0, 258.0, 541.0, 543.0];[126, 134, 247.67000000000002, 178.45];0.0
147;```json\n [480,483,526,536]\n ```;[480.0, 483.0, 526.0, 536.0];[1006, 595, 1054.75, 668.75];0.0
148;```json\n [560,611,604,658]\n ```;[560.0, 611.0, 604.0, 658.0];[475, 370, 494, 397];0.0
149;```json\n [255, 72, 546, 475]\n ```;[255.0, 72.0, 546.0, 475.0];[44, 97, 404.5, 213];0.12234301476553626
150;```json\n [186, 412, 462, 638]\n ```;[186.0, 412.0, 462.0, 638.0];[193, 16, 244.72, 86.94];0.0
151;```json\n [159, 608, 395, 777]\n ```;[159.0, 608.0, 395.0, 777.0];[103, 81, 133, 189.75];0.0
152;```json\n [492,465,686,579]\n ```;[492.0, 465.0, 686.0, 579.0];[300, 228, 326, 287];0.0
153;```json\n [372,368,409,401]\n ```;[372.0, 368.0, 409.0, 401.0];[263, 191, 274.25, 203.08];0.0
154;```json\n [592,439,736,521]\n ```;[592.0, 439.0, 736.0, 521.0];[472, 418, 550.89, 507.45];0.0
155;```json\n [312,141,465,666]\n ```;[312.0, 141.0, 465.0, 666.0];[72, 111, 245.61, 158.78];0.0
156;```json\n [572,613,628,700]\n ```;[572.0, 613.0, 628.0, 700.0];[893, 680, 934.25, 782.5];0.0
157;```json\n [302,748,349,836]\n ```;[302.0, 748.0, 349.0, 836.0];[910, 310, 930.63, 347.5];0.0
158;```json\n [260,502,341,603]\n ```;[260.0, 502.0, 341.0, 603.0];[463, 309, 502.38, 335.88];0.0
159;```json\n [352,222,546,760]\n ```;[352.0, 222.0, 546.0, 760.0];[505, 543, 1133.75, 809.25];0.0338443798553283
160;```json\n [160,476,460,872]\n ```;[160.0, 476.0, 460.0, 872.0];[478, 219, 746, 455];0.0
161;```json\n [76,18,296,376]\n ```;[76.0, 18.0, 296.0, 376.0];[31, 50, 268.08000000000004, 157.5];0.24700020933640368
162;```json\n [387,676,453,739]\n ```;[387.0, 676.0, 453.0, 739.0];[111, 87, 120.26, 98.85];0.0
163;```json\n [396,202,462,273]\n ```;[396.0, 202.0, 462.0, 273.0];[105, 106, 120.47, 113.19];0.0
164;```json\n [436, 470, 940, 581]\n ```;[436.0, 470.0, 940.0, 581.0];[98, 85, 114.76, 170];0.0
165;```json\n [597,500,713,610]\n ```;[597.0, 500.0, 713.0, 610.0];[252, 185, 267.27, 212.63];0.0
166;```json\n [198,300,280,406]\n ```;[198.0, 300.0, 280.0, 406.0];[417, 290, 451, 380];0.0
167;```json\n [201, 432, 244, 502]\n ```;[201.0, 432.0, 244.0, 502.0];[612, 482, 628, 527];0.0
168;```json\n [477, 71, 904, 488]\n ```;[477.0, 71.0, 904.0, 488.0];[15, 213, 146.33, 347];0.0
169;```json\n [715, 68, 830, 955]\n ```;[715.0, 68.0, 830.0, 955.0];[101, 483, 1060.38, 543];0.045196171032791464
170;```json\n [194, 196, 541, 804]\n ```;[194.0, 196.0, 541.0, 804.0];[43, 64, 184.94, 90.67];0.0
171;```json\n [243,343,404,526]\n ```;[243.0, 343.0, 404.0, 526.0];[113, 96, 249.33, 361.34];0.0017718397740195439
172;```json\n [328, 82, 542, 559]\n ```;[328.0, 82.0, 542.0, 559.0];[58, 140, 352.29, 186.79];0.00990773446033652
173;```json\n [467,380,820,469]\n ```;[467.0, 380.0, 820.0, 469.0];[74, 136, 87.33, 211.63];0.0
174;```json\n [396,256,526,607]\n ```;[396.0, 256.0, 526.0, 607.0];[608, 626, 1179.25, 859.75];0.0
175;```json\n [101,348,600,964]\n ```;[101.0, 348.0, 600.0, 964.0];[153, 40, 339.5, 177.5];0.0
176;```json\n [206,488,260,596]\n ```;[206.0, 488.0, 260.0, 596.0];[1492, 1207, 1668.66, 1733.67];0.0
177;```json\n [166,450,342,660]\n ```;[166.0, 450.0, 342.0, 660.0];[145, 3, 209, 85];0.0
178;```json\n [436,463,480,517]\n ```;[436.0, 463.0, 480.0, 517.0];[551, 526, 594, 610];0.0
179;```json\n [431, 46, 667, 726]\n ```;[431.0, 46.0, 667.0, 726.0];[19, 116, 209.23, 181.45999999999998];0.0
180;```json\n [166, 100, 262, 219]\n ```;[166.0, 100.0, 262.0, 219.0];[90, 66, 103.71000000000001, 73.74];0.0
181;```json\n [195, 101, 627, 709]\n ```;[195.0, 101.0, 627.0, 709.0];[91, 136, 258.5, 358.90999999999997];0.049520194330619535
182;```json\n [395,407,437,461]\n ```;[395.0, 407.0, 437.0, 461.0];[574, 552, 602, 642];0.0
183;```json\n [160,175,478,568]\n ```;[160.0, 175.0, 478.0, 568.0];[145, 123, 340.56, 283.56];0.1433163395420333
184;```json\n [497,460,630,566]\n ```;[497.0, 460.0, 630.0, 566.0];[649, 623, 676, 720];0.0
185;```json\n [618, 402, 660, 476]\n ```;[618.0, 402.0, 660.0, 476.0];[737, 867, 825.33, 968.66];0.0
186;```json\n [155,210,520,521]\n ```;[155.0, 210.0, 520.0, 521.0];[292, 213, 579, 548];0.5036289050173557
187;```json\n [471,771,520,826]\n ```;[471.0, 771.0, 520.0, 826.0];[737, 350, 755.33, 375.56];0.0
188;```json\n [288,463,490,536]\n ```;[288.0, 463.0, 490.0, 536.0];[381, 239, 423.5, 371.5];0.0
189;```json\n [117, 456, 522, 572]\n ```;[117.0, 456.0, 522.0, 572.0];[79, 34, 103.32, 148.09];0.0
190;```json\n [463,286,907,466]\n ```;[463.0, 286.0, 907.0, 466.0];[243, 637, 421, 1106];0.0
191;```json\n [486,450,550,516]\n ```;[486.0, 450.0, 550.0, 516.0];[382, 333, 408, 414];0.0
192;```json\n [345,466,417,560]\n ```;[345.0, 466.0, 417.0, 560.0];[206, 139, 226, 171.67000000000002];0.0
193;```json\n [388,349,631,560]\n ```;[388.0, 349.0, 631.0, 560.0];[434, 189, 757.12, 377.12];0.05200627017824208
194;```json\n [385,808,426,857]\n ```;[385.0, 808.0, 426.0, 857.0];[259, 122, 278.38, 138.88];0.0
195;```json\n [222,135,820,927]\n ```;[222.0, 135.0, 820.0, 927.0];[507, 369, 1058, 884];0.27037702998728586
196;```json\n [611,371,706,506]\n ```;[611.0, 371.0, 706.0, 506.0];[1160, 1465, 1542.5, 2545];0.0
197;```json\n [191,418,422,646]\n ```;[191.0, 418.0, 422.0, 646.0];[297, 407, 463, 883];0.2762056132733757
198;```json\n [442,539,472,580]\n ```;[442.0, 539.0, 472.0, 580.0];[619, 389, 648.38, 400.88];0.0
199;```json\n [208,586,322,792]\n ```\n';[208.0, 586.0, 322.0, 792.0];[191, 200, 230.28, 210];0.0
