img_id;img_path;text_output;pred_bboxes;target_bboxes;ious;input_tokens;output_tokens
19;grasp_vlm_dataset/bolt_cutters20_cleanup_jpeg.rf.8a08e8840e5eeedc300f88f6e91bc9d1.jpg;"{""hand1"":[0.15,0.60,0.43,0.97],""hand2"":[0.57,0.60,0.85,0.97]}";{'hand1': [0.57, 0.6, 0.85, 0.97], 'hand2': [0.15, 0.6, 0.43, 0.97]};{'hand1': {'x_1': 0.663, 'y_1': 0.593, 'x_2': 0.903, 'y_2': 0.9725}, 'hand2': {'x_1': 0.038, 'y_1': 0.602, 'x_2': 0.2495, 'y_2': 0.9815}};{'hand1': 0.5513586739979277, 'hand2': 0.24866849011787917};1959;493
20;grasp_vlm_dataset/solder_5_jpg.rf.aeacdfb866d8162a9184f451f439dc39.jpg;I have identified the optimal gripping region on the ergonomic plastic handle just below the metal shaft and above the power cord outlet. Here is the bounding box in normalized coordinates:{hand:[0.50,0.24,0.68,0.67]};{'hand': [0.5, 0.24, 0.68, 0.67]};{'handle': {'x_1': 0.569, 'y_1': 0.473, 'x_2': 0.6365, 'y_2': 0.7395}};{'hand': 0.16198437714129096};1955;762
21;grasp_vlm_dataset/glue_7_jpg.rf.524b1983d4e2515f07237ccbd9eb3b5f.jpg;{index:[0.45,0.42,0.57,0.63]};{'index': [0.45, 0.42, 0.57, 0.63]};{'index': {'x_1': 0.548, 'y_1': 0.476, 'x_2': 0.568, 'y_2': 0.5815}};{'index': 0.0837301587301584};1976;473
22;grasp_vlm_dataset/glue_12_jpg.rf.cdfbe1f2d17ae244966d3ff86816b964.jpg;{index:[0.53,0.52,0.65,0.66]};{'index': [0.53, 0.52, 0.65, 0.66]};{'index': {'x_1': 0.476, 'y_1': 0.586, 'x_2': 0.57, 'y_2': 0.6455}};{'index': 0.11892270024484061};1976;601
23;grasp_vlm_dataset/glue_0_jpg.rf.bdaaa9354a9ab3353743325f8762d122.jpg;I’ve identified the front surface of the blue trigger lever as the optimal contact area for the fingertip pad to squeeze the glue gun. Here’s the normalized bounding box:{index:[0.50,0.45,0.65,0.75]};{'index': [0.5, 0.45, 0.65, 0.75]};{'index': {'x_1': 0.622, 'y_1': 0.358, 'x_2': 0.663, 'y_2': 0.5505}};{'index': 0.05619177890711586};1976;699
24;grasp_vlm_dataset/wacker_2_jpg.rf.466b5868a2a12b97e0c5bcdcb4a911bb.jpg;{index:[0.47,0.42,0.63,0.57]};{'index': [0.47, 0.42, 0.63, 0.57]};{'index': {'x_1': 0.455, 'y_1': 0.613, 'x_2': 0.4885, 'y_2': 0.6445}};{'index': 0.0};1974;601
25;grasp_vlm_dataset/solder_8_jpg.rf.4248772bf693638c88e7b8cffc262d87.jpg;I’ve identified the insulated grip section of the soldering iron—this is where the robotic hand should grasp to safely operate it. Bounding box in normalized coordinates:{hand:[0.38,0.42,0.58,0.57]};{'hand': [0.38, 0.42, 0.58, 0.57]};{'handle': {'x_1': 0.411, 'y_1': 0.224, 'x_2': 0.812, 'y_2': 0.575}};{'hand': 0.17434543091175433};1955;697
26;grasp_vlm_dataset/screwdriver_0_jpg.rf.6963bcb4474312976ebd792100fee60f.jpg;{hand:[0.08,0.15,0.62,0.48]};{'hand': [0.08, 0.15, 0.62, 0.48]};{'handle': {'x_1': 0.122, 'y_1': 0.064, 'x_2': 0.6475, 'y_2': 0.518}};{'hand': 0.6510139163434837};1948;281
27;grasp_vlm_dataset/chainsaw13_cleanup_jpg.rf.200472842d39e5a0f44efb3d50095ddb.jpg;"I’ve placed hand1 on the front handle (for the left hand) and hand2 on the rear handle (for the right hand):{""hand1"":[0.48,0.36,0.68,0.50],""hand2"":[0.12,0.12,0.32,0.40]}";{'hand1': [0.12, 0.12, 0.32, 0.4], 'hand2': [0.48, 0.36, 0.68, 0.5]};{'hand1': {'x_1': 0.202, 'y_1': 0.195, 'x_2': 0.2845, 'y_2': 0.266}, 'hand2': {'x_1': 0.361, 'y_1': 0.302, 'x_2': 0.462, 'y_2': 0.394}};{'hand1': 0.10459821428571424, 'hand2': 0.0};1958;1353
28;grasp_vlm_dataset/saw_2_jpg.rf.69266212c061ba678b53eb8f930b6d81.jpg;{index:[0.38,0.10,0.50,0.26]};{'index': [0.38, 0.1, 0.5, 0.26]};{'index': {'x_1': 0.452, 'y_1': 0.204, 'x_2': 0.5075, 'y_2': 0.2375}};{'index': 0.08266820898399846};1972;1817
29;grasp_vlm_dataset/darts20_jpg.rf.a9ce2492be61a217827a69a4d4c6c301.jpg;I’ve identified the optimal grip regions on the barrel for a three‐finger throw: the index finger should pinch the front knurled section, and the thumb should support the rear knurled section. Here are the normalized bounding boxes:{index:[0.55,0.38,0.70,0.50], thumb:[0.40,0.50,0.55,0.62]};{'index': [0.55, 0.38, 0.7, 0.5], 'thumb': [0.4, 0.5, 0.55, 0.62]};{'index': {'x_1': 0.446, 'y_1': 0.497, 'x_2': 0.748, 'y_2': 0.5185}, 'thumb': {'x_1': 0.448, 'y_1': 0.535, 'x_2': 0.752, 'y_2': 0.552}};{'index': 0.0187164663311567, 'thumb': 0.08089950545861722};1968;732
30;grasp_vlm_dataset/top_bar6_jpg.rf.ed95d1fbc5c4f9b6e6eacd8da23c17ad.jpg;{hand:[0.47,0.48,0.63,0.56]};{'hand': [0.47, 0.48, 0.63, 0.56]};{'handle': {'x_1': 0.546, 'y_1': 0.452, 'x_2': 0.636, 'y_2': 0.4805}};{'hand': 0.002740977615349474};1978;729
31;grasp_vlm_dataset/darts2_jpg.rf.0d3a2b36e9bbcc0321ba939067fbe4ad.jpg;I’ve identified the optimal grip points along the brass barrel of the dart for your index finger and thumb. Here are the normalized bounding boxes for each contact region:{index:[0.45,0.60,0.55,0.75],thumb:[0.45,0.48,0.55,0.60]};{'index': [0.45, 0.6, 0.55, 0.75], 'thumb': [0.45, 0.48, 0.55, 0.6]};{'index': {'x_1': 0.441, 'y_1': 0.358, 'x_2': 0.4805, 'y_2': 0.4475}, 'thumb': {'x_1': 0.415, 'y_1': 0.384, 'x_2': 0.471, 'y_2': 0.462}};{'index': 0.0, 'thumb': 0.0};1968;1099
32;grasp_vlm_dataset/solder_10_jpg.rf.b9d560d90e1b1dfc452fbed7c535edd6.jpg;{hand:[0.30,0.40,0.60,0.75]};{'hand': [0.3, 0.4, 0.6, 0.75]};{'handle': {'x_1': 0.065, 'y_1': 0.494, 'x_2': 0.552, 'y_2': 0.863}};{'hand': 0.29298200198918223};1955;857
33;grasp_vlm_dataset/drill_19_jpg.rf.920f264a0f04e7b90ea570a0dde84b9d.jpg;{index:[0.48,0.48,0.58,0.62]};{'index': [0.48, 0.48, 0.58, 0.62]};{'index': {'x_1': 0.549, 'y_1': 0.481, 'x_2': 0.62, 'y_2': 0.5195}};{'index': 0.07680180180180157};1973;857
34;grasp_vlm_dataset/bowl_ball20_jpg.rf.0f5f7bb551f3f763aa86c5cdc4a9ff51.jpg;{index: [0.45, 0.40, 0.60, 0.55], thumb: [0.30, 0.45, 0.45, 0.65]};{'index': [0.45, 0.4, 0.6, 0.55], 'thumb': [0.3, 0.45, 0.45, 0.65]};{'thumb': {'x_1': 0.271, 'y_1': 0.403, 'x_2': 0.2945, 'y_2': 0.4335}, 'index': {'x_1': 0.316, 'y_1': 0.421, 'x_2': 0.358, 'y_2': 0.4905}};{'index': 0.0, 'thumb': 0.0};1968;1076
35;grasp_vlm_dataset/lever_handle10_jpg.rf.729f9985f377ce86b56bb5ce68667341.jpg;I have identified the region around the horizontal lever handle where the robotic hand should wrap to operate it.{hand:[0.56,0.35,0.72,0.50]};{'hand': [0.56, 0.35, 0.72, 0.5]};{'handle': {'x_1': 0.468, 'y_1': 0.4, 'x_2': 0.5595, 'y_2': 0.4595}};{'hand': 0.0};1967;365
36;grasp_vlm_dataset/solder_6_jpg.rf.499bbc70e04e0630ae65830628e389af.jpg;I have identified the best gripping region on the insulated handle of the soldering iron, ensuring a safe hold away from the hot metal. {hand: [0.45, 0.50, 0.90, 0.70]};{'hand': [0.45, 0.5, 0.9, 0.7]};{'handle': {'x_1': 0.495, 'y_1': 0.64, 'x_2': 0.775, 'y_2': 0.827}};{'hand': 0.13380057343102886};1955;569
37;grasp_vlm_dataset/saw_1_jpg.rf.a70ca9eb7088f269f02058a9c5179f96.jpg;I’ve identified the optimal fingertip placement on the front surface of the saw’s trigger/handle area for a secure grip:{index:[0.40,0.22,0.62,0.36]};{'index': [0.4, 0.22, 0.62, 0.36]};{'index': {'x_1': 0.336, 'y_1': 0.289, 'x_2': 0.396, 'y_2': 0.3335}};{'index': 0.0};1972;434
38;grasp_vlm_dataset/lever_handle1_jpg.rf.6a225844c420ed6beb00f7bf2a903412.jpg;I’ve identified the region around the horizontal lever handle where the robot hand should grasp. {hand:[0.75,0.50,0.95,0.60]};{'hand': [0.75, 0.5, 0.95, 0.6]};{'handle': {'x_1': 0.723, 'y_1': 0.58, 'x_2': 0.81, 'y_2': 0.5995}};{'hand': 0.056999488466129435};1967;555
39;grasp_vlm_dataset/rnd_door9_jpg.rf.0c64191221f26a78a44fe89db56f5242.jpg;{hand: [0.75, 0.55, 0.83, 0.63]};{'hand': [0.75, 0.55, 0.83, 0.63]};{'handle': {'x_1': 0.77, 'y_1': 0.715, 'x_2': 0.81, 'y_2': 0.74}};{'hand': 0.0};1962;797
40;grasp_vlm_dataset/solder_1_jpg.rf.14db74172cf94ea79b5fc91233fe801f.jpg;I have identified the optimal gripping region on the insulated handle of the soldering iron, where the ridged black section and surrounding grip area provide a secure hold.{hand:[0.38,0.30,0.65,0.70]};{'hand': [0.38, 0.3, 0.65, 0.7]};{'handle': {'x_1': 0.283, 'y_1': 0.313, 'x_2': 0.5685, 'y_2': 0.7755}};{'hand': 0.4365769618044905};1955;633
41;grasp_vlm_dataset/top_bar7_jpg.rf.c1a65f421d3e8ba6288e93fce966c145.jpg;{hand:[0.31,0.17,0.49,0.24]};{'hand': [0.31, 0.17, 0.49, 0.24]};{'handle': {'x_1': 0.39, 'y_1': 0.358, 'x_2': 0.55, 'y_2': 0.3925}};{'hand': 0.0};1978;1689
42;grasp_vlm_dataset/wrench_6_jpg.rf.4e8676d4832153540267a96a78ae2c6f.jpg;I’ve identified the optimal grip region along the handle’s midsection—where maximum leverage can be applied without slipping.{hand:[0.40,0.35,0.80,0.60]};{'hand': [0.4, 0.35, 0.8, 0.6]};{'handle': {'x_1': 0.305, 'y_1': 0.097, 'x_2': 0.966, 'y_2': 0.6055}};{'hand': 0.29751412076395667};1947;688
43;grasp_vlm_dataset/scissors19_jpg.rf.5f0e204097a7f0b77e9912d69812ed06.jpg;I’ve identified the two finger‐ring loops on the scissors: the larger loop (for the index finger) at the bottom left, and the smaller loop (for the thumb) at the bottom right.```json{ index: [0.05, 0.45, 0.55, 0.90], thumb: [0.55, 0.45, 0.90, 0.90]}```;{'index': [0.05, 0.45, 0.55, 0.9], 'thumb': [0.55, 0.45, 0.9, 0.9]};{'thumb': {'x_1': 0.281, 'y_1': 0.498, 'x_2': 0.6045, 'y_2': 0.804}, 'index': {'x_1': 0.527, 'y_1': 0.311, 'x_2': 0.9815, 'y_2': 0.6335}};{'index': 0.011488863315736864, 'thumb': 0.06954139458080012};1976;1125
44;grasp_vlm_dataset/syringe6_jpg.rf.d70a0897d3502ec98df645daabc7089c.jpg;{index: [0.45, 0.30, 0.65, 0.45], thumb: [0.65, 0.10, 0.90, 0.25]};{'index': [0.45, 0.3, 0.65, 0.45], 'thumb': [0.65, 0.1, 0.9, 0.25]};{'thumb': {'x_1': 0.713, 'y_1': 0.127, 'x_2': 0.8495, 'y_2': 0.1835}, 'index': {'x_1': 0.434, 'y_1': 0.329, 'x_2': 0.75, 'y_2': 0.416}};{'index': 0.4340017958695, 'thumb': 0.2056600000000001};1964;500
45;grasp_vlm_dataset/vertical_bar5_jpg.rf.e67501751d54aa17d9a0556137cc16f5.jpg;{hand:[0.33,0.28,0.41,0.72]};{'hand': [0.33, 0.28, 0.41, 0.72]};{'handle': {'x_1': 0.275, 'y_1': 0.609, 'x_2': 0.288, 'y_2': 0.6665}};{'hand': 0.0};1967;601
46;grasp_vlm_dataset/drill_4_jpg.rf.eee2451241d6df5a9586a83792685b3c.jpg;{index:[0.42,0.32,0.55,0.50]};{'index': [0.42, 0.32, 0.55, 0.5]};{'index': {'x_1': 0.45, 'y_1': 0.369, 'x_2': 0.5025, 'y_2': 0.39}};{'index': 0.04711538461538457};1973;665
47;grasp_vlm_dataset/lever_handle2_jpg.rf.32fd38f14cd1195fd5d20ff4c2b11e66.jpg;{hand:[0.42,0.48,0.57,0.56]};{'hand': [0.42, 0.48, 0.57, 0.56]};{'handle': {'x_1': 0.41, 'y_1': 0.583, 'x_2': 0.487, 'y_2': 0.5945}};{'hand': 0.0};1967;473
48;grasp_vlm_dataset/wacker_18_jpg.rf.41d2fb010ed2d56c7f79bd0c1d4e7d6e.jpg;I’ve identified the optimal fingertip contact area on the throttle trigger lever, where the index finger pad would press to engage the trimmer. {index:[0.58,0.44,0.65,0.55]};{'index': [0.58, 0.44, 0.65, 0.55]};{'index': {'x_1': 0.616, 'y_1': 0.347, 'x_2': 0.6315, 'y_2': 0.3815}};{'index': 0.0};1974;502
49;grasp_vlm_dataset/bolt_cutters14_cleanup_jpeg.rf.015a8b71f942bf085c42a920f0723221.jpg;"{""hand1"":[0.05,0.05,0.25,0.25],""hand2"":[0.68,0.18,0.92,0.34]}";{'hand1': [0.68, 0.18, 0.92, 0.34], 'hand2': [0.05, 0.05, 0.25, 0.25]};{'hand1': {'x_1': 0.764, 'y_1': 0.253, 'x_2': 0.9085, 'y_2': 0.4305}, 'hand2': {'x_1': 0.088, 'y_1': 0.069, 'x_2': 0.195, 'y_2': 0.2805}};{'hand1': 0.2442146773574735, 'hand2': 0.4476521779328996};1959;621
50;grasp_vlm_dataset/saw_18_jpg.rf.bb169df64c0e578888af667484ad0e9b.jpg;I have identified the most secure fingertip placement on the front face of the saw’s handle, right at the trigger area where an index finger would naturally apply pressure for control.{index:[0.62,0.40,0.75,0.60]};{'index': [0.62, 0.4, 0.75, 0.6]};{'index': {'x_1': 0.586, 'y_1': 0.38, 'x_2': 0.608, 'y_2': 0.4305}};{'index': 0.0};1972;508
51;grasp_vlm_dataset/solder_11_jpg.rf.61a9b0a78f8d7344ec0a94a9e44348df.jpg;I’ve identified the optimal grip region on the soldering iron’s insulated handle (the smooth blue section). Here’s the normalized bounding box:{hand:[0.60,0.20,0.90,0.45]};{'hand': [0.6, 0.2, 0.9, 0.45]};{'handle': {'x_1': 0.641, 'y_1': 0.121, 'x_2': 0.896, 'y_2': 0.4135}};{'hand': 0.5722055809553837};1955;821
52;grasp_vlm_dataset/bow13_jpg.rf.61ec96aa8ae181f31ecaf61633dc3155.jpg;I’ve identified the traditional grip zones on the bow: the thumb rests at the frog area, and the index finger curls over the stick just above the winding. Here are the normalized bounding boxes:{index:[0.55,0.58,0.70,0.68],thumb:[0.62,0.75,0.75,0.88]};{'index': [0.55, 0.58, 0.7, 0.68], 'thumb': [0.62, 0.75, 0.75, 0.88]};{'index': {'x_1': 0.63, 'y_1': 0.667, 'x_2': 0.7125, 'y_2': 0.7845}, 'thumb': {'x_1': 0.673, 'y_1': 0.753, 'x_2': 0.7125, 'y_2': 0.811}};{'index': 0.03826141798496874, 'thumb': 0.13556213017751484};1971;658
53;grasp_vlm_dataset/hammer_12_jpg.rf.db41f3ed9ddd7ce1779e4e157c0a114c.jpg;{hand:[0.45,0.45,0.55,0.80]};{'hand': [0.45, 0.45, 0.55, 0.8]};{'handle': {'x_1': 0.38, 'y_1': 0.525, 'x_2': 0.4485, 'y_2': 0.817}};{'hand': 0.0};1947;665
54;grasp_vlm_dataset/darts8_jpg.rf.c62b4e835fc04381c1b5fd06c9240a0a.jpg;I’ve chosen contact regions on the knurled green barrel of the dart—just behind the white ring—for a stable three-point grip, with the index finger on the upper side and the thumb on the lower side of the barrel.{index:[0.30,0.38,0.42,0.55],thumb:[0.27,0.55,0.40,0.72]};{'index': [0.3, 0.38, 0.42, 0.55], 'thumb': [0.27, 0.55, 0.4, 0.72]};{'index': {'x_1': 0.497, 'y_1': 0.404, 'x_2': 0.6125, 'y_2': 0.473}, 'thumb': {'x_1': 0.465, 'y_1': 0.537, 'x_2': 0.6135, 'y_2': 0.582}};{'index': 0.0, 'thumb': 0.0};1968;1499
55;grasp_vlm_dataset/chainsaw10_cleanup_jpg.rf.6d0b2d84e599b563c942dcf3e1c95deb.jpg;"I’ve identified the optimal grasping regions on the front (guide) handle and the rear (throttle) handle for two‐handed operation. Coordinates are normalized to [0–1].{""hand1"":[0.35,0.20,0.62,0.55],""hand2"":[0.70,0.45,0.95,0.75]}";{'hand1': [0.35, 0.2, 0.62, 0.55], 'hand2': [0.7, 0.45, 0.95, 0.75]};{'hand1': {'x_1': 0.545, 'y_1': 0.065, 'x_2': 0.678, 'y_2': 0.6995}, 'hand2': {'x_1': 0.772, 'y_1': 0.203, 'x_2': 0.8705, 'y_2': 0.3}};{'hand1': 0.17197496044575897, 'hand2': 0.0};1958;852
56;grasp_vlm_dataset/shovel20_cleanup_jpg.rf.2f886eecca28d606b2b569b63d18fe0b.jpg;"{""hand1"": [0.45, 0.35, 0.60, 0.55], ""hand2"": [0.70, 0.05, 0.90, 0.28]}";{'hand1': [0.7, 0.05, 0.9, 0.28], 'hand2': [0.45, 0.35, 0.6, 0.55]};{'hand1': {'x_1': 0.646, 'y_1': 0.128, 'x_2': 0.7655, 'y_2': 0.287}, 'hand2': {'x_1': 0.409, 'y_1': 0.446, 'x_2': 0.549, 'y_2': 0.648}};{'hand1': 0.18087184005668142, 'hand2': 0.2145715238412805};1954;1334
57;grasp_vlm_dataset/shovel3_cleanup_jpg.rf.925242fb7f6ce60391713d96401c2296.jpg;"I have identified two optimal grasp regions for the shovel:hand1 (left hand) on the D-handle for leverage  hand2 (right hand) on the shaft just above the blade for control  ```json{  ""hand1"": [0.05, 0.05, 0.30, 0.25],  ""hand2"": [0.40, 0.35, 0.60, 0.55]}```";{'hand1': [0.05, 0.05, 0.3, 0.25], 'hand2': [0.4, 0.35, 0.6, 0.55]};{'hand1': {'x_1': 0.038, 'y_1': 0.099, 'x_2': 0.196, 'y_2': 0.2465}, 'hand2': {'x_1': 0.279, 'y_1': 0.318, 'x_2': 0.68, 'y_2': 0.7145}};{'hand1': 0.4159745026076878, 'hand2': 0.25157786492155493};1954;743
58;grasp_vlm_dataset/hammer_3_jpg.rf.19078c2ac0de3ccda23c6fe59a99e1d8.jpg;{hand: [0.44, 0.42, 0.56, 0.95]};{'hand': [0.44, 0.42, 0.56, 0.95]};{'handle': {'x_1': 0.465, 'y_1': 0.418, 'x_2': 0.577, 'y_2': 0.8145}};{'hand': 0.5313658629954419};1947;1053
